Structures,Volume in nm3
CAHVAJ_clean.cif,1.3
CAJBUN_clean.cif,11.0
CAJHUS03_clean.cif,0.4
CAJHUS04_clean.cif,0.4
CAJHUS_clean.cif,0.4
CAJLEH_clean.cif,2.6
CAJQEL_clean.cif,6.7
CAJQIP_clean.cif,10.2
CAJVUG_charged.cif,3.4
CAJWAN_charged.cif,3.3
CAJWER_charged.cif,2.2
CAJWIV_ion_b.cif,5.3
CAKFEB01_clean.cif,3.0
CAKFEB_clean.cif,3.1
CAKFIF_clean.cif,3.1
CAKXET_clean.cif,1.2
CAKXIX_clean.cif,1.2
CAKXOD_clean.cif,1.2
CAKXUJ_clean.cif,1.2
CAKYAQ_clean.cif,1.2
CAKYEU_clean.cif,1.2
CAKYIY_clean.cif,1.2
CAMROA_clean.cif,7.1
CANRIU_clean.cif,4.3
CANROA_clean.cif,4.3
CANRUG_clean.cif,4.7
CANYIB_clean.cif,6.1
CANZOH_clean.cif,1.8
CAPLOX_clean.cif,1.5
CAQCAZ_clean.cif,1.7
CARGEI_clean.cif,2.8
CASTEW_clean.cif,1.7
CASWIE_clean.cif,2.4
CATART03_clean.cif,0.9
CAVMIW_clean.cif,1.7
CAVMIX_clean.cif,15.2
CAVMOD_clean.cif,10.1
CAVNOE_clean.cif,1.6
CAVRAU_clean.cif,7.5
CAVREY_clean.cif,7.6
CAVSOJ_clean.cif,1.3
CAVSUP_clean.cif,1.5
CAVTAW_clean.cif,1.3
CAVVUS_clean.cif,3.2
CAWBUY_clean.cif,0.8
CAWDOU01_charged.cif,3.7
CAWDOU02_clean.cif,3.8
CAWDOU_charged.cif,3.7
CAWGAJ_clean.cif,3.5
CAWVIH_SL.cif,4.0
CAWVIH_clean.cif,4.0
CAWZUX_clean.cif,6.7
CAXPEY_clean.cif,1.3
CAXPIC_clean.cif,1.2
CAXSUR_SL.cif,6.9
CAXSUR_clean5b.cif,6.9
CAXTAY_clean.cif,15.5
CAXTEC_clean.cif,15.3
CAXTUS_clean.cif,15.6
CAXVII_clean.cif,1.6
CAXVOO_clean.cif,1.6
CAXVUU_clean.cif,1.6
CAXWAB_clean.cif,1.6
CAXWEF_clean.cif,1.6
CAXWIJ_clean.cif,1.6
CAXXAC_charged.cif,5.1
CAXXEG_clean.cif,5.3
CAXZOS_clean.cif,17.0
CAYBAH.cif,2.7
CAYBAH01.cif,5.3
CAYCAI_clean.cif,5.5
CAYCEL_charged.cif,4.1
CAYDEN_clean.cif,1.2
CAYDIR_clean.cif,1.2
CAYDOX06_clean.cif,1.2
CAYDUD_clean.cif,1.2
CAYGIU.cif,1.2
CAYKEU_clean.cif,3.1
CAYMIZ_clean.cif,2.6
CAYQAV_clean.cif,4.3
CAYQIE_clean.cif,7.8
CAYQOK_clean.cif,15.1
CAYQUQ_clean.cif,7.9
CAYSIE_clean.cif,3.4
CAYSOK_clean.cif,3.4
CAYSOL_clean.cif,3.2
CAYYEG_clean.cif,3.5
CAZFOA_clean.cif,1.3
CAZGIT_clean.cif,4.6
CAZGOZ_clean.cif,7.6
CAZNEY_clean.cif,5.1
CAZNIC_charged.cif,2.3
CAZNOI_charged.cif,7.3
CAZNUO_charged.cif,4.1
CDLGLU01_clean.cif,0.9
CDLGLU02_SL.cif,0.9
CDLGLU02_clean.cif,0.9
CDLGLU10_clean.cif,0.9
CDLGLU11_clean.cif,0.9
CDLGLU12_clean.cif,0.9
CEBDOD_clean.cif,1.3
CECVAI_clean.cif,11.2
CECVIQ_clean.cif,1.1
CECVOW_clean.cif,1.1
CEDFIC_clean.cif,3.1
CEDFOI_clean.cif,10.7
CEDFUO_clean.cif,5.6
CEFDAU_clean.cif,1.7
CEFLEF_clean.cif,3.7
CEGDUO_clean.cif,2.6
CEGFAW_clean.cif,2.8
CEGWER_clean.cif,1.4
CEHKUW_clean.cif,5.6
CEHLAD_clean.cif,9.5
CEHPIP_clean.cif,1.6
CEHTEP_clean.cif,1.6
CEHWIX_clean.cif,0.9
CEHWOD_clean.cif,0.9
CEHZAR01_clean.cif,0.5
CEHZAR_clean.cif,0.5
CEJBEA_clean.cif,3.9
CEJCAW_clean.cif,2.1
CEJVET_clean.cif,3.6
CEJZAU_clean.cif,7.7
CEKHIL_clean.cif,3.3
CEKROB_clean.cif,5.1
CEKRUH_clean.cif,15.7
CELKEL_clean.cif,3.9
CELZEA_clean.cif,1.1
CELZIE_SL.cif,4.8
CELZIE_clean.cif,2.7
CELZOK.cif,4.7
CEMKOV_clean.cif,5.7
CEMYUQ_clean.cif,1.0
CENJIQ_clean.cif,4.8
CENKAJ_clean.cif,4.7
CENPUI_clean.cif,2.3
CEQBUV_charged.cif,3.5
CERMIV_clean.cif,1.5
CESFIQ_clean.cif,17.8
CESFOW_clean.cif,13.4
CESYEF01_clean.cif,0.7
CESYEF_clean.cif,0.7
CETFOX_clean.cif,1.8
CETFUD_clean.cif,1.0
CETGOY_clean.cif,9.7
CETHEQ_clean.cif,2.4
CETJAN_clean_h.cif,4.6
CETNUL_clean.cif,8.2
CETVAA_clean.cif,1.6
CEXHET_clean.cif,17.2
CEXHOD_clean.cif,11.1
CEXSEE_charged.cif,11.1
CEYPUT01_clean.cif,0.8
CEYPUT_clean.cif,0.8
CEYWOU_clean.cif,1.4
CEYYIQ_clean.cif,3.0
CEZFIY_clean.cif,7.6
CEZMUR.cif,3.0
CEZMUR_charged.cif,1.7
CEZNAY_clean.cif,1.7
CICSOW01_clean.cif,4.1
CICSOW02_clean.cif,4.3
CICSOW_clean.cif,4.0
CICYIX_clean.cif,0.3
CIDKUX_clean.cif,3.9
CIDLAE_clean.cif,4.3
CIFDOM_clean.cif,2.9
CIFDUS_clean.cif,2.9
CIFGUV_clean.cif,1.5
CIFJAE_clean.cif,1.3
CIFLUA_clean.cif,11.6
CIFMAH_clean.cif,9.6
CIFMEL_clean.cif,3.1
CIFMIP_clean.cif,4.9
CIGDUT_clean.cif,3.6
CIGFAB_clean.cif,3.6
CIGFEF_clean.cif,2.0
CIGYAU_clean.cif,1.9
CIJBEE_clean.cif,6.1
CIJVOH01_clean.cif,1.7
CIJVOH_clean.cif,1.7
CILDAD_clean.cif,1.9
CILFIN_clean.cif,2.3
CIMFOV_clean.cif,8.3
CIMTAV_charged.cif,19.0
CIMTEZ_charged.cif,18.7
CIPCUB_clean.cif,3.8
CIPLIX_clean.cif,3.0
CIPREZ_charged.cif,3.9
CIPRID_charged.cif,3.7
CIQYUX_clean.cif,3.6
CISLUN_clean.cif,3.8
CISMAT01_clean.cif,0.6
CISMEY01_clean.cif,1.0
CISMEY_clean.cif,1.0
CISMIC_clean.cif,0.9
CISXEJ_clean.cif,10.1
CITXUZ_clean.cif,4.1
CITZIP_clean.cif,1.3
CITZIP_manual.cif,1.3
CIVTEH_clean.cif,3.3
CIWRAC_clean.cif,17.2
CIWREG_clean.cif,17.1
CIWRIK_clean.cif,17.1
CIWROQ_clean.cif,17.4
CIWRUW_clean.cif,17.0
CIWSAD_clean.cif,17.2
CIWYUD_clean.cif,1.4
CIWZEP_clean.cif,10.7
CIWZIT_clean.cif,10.9
CIXBUH_clean.cif,17.1
CIXCAO_clean.cif,17.4
CIXCOC_clean.cif,2.1
CIYZUG_clean.cif,2.2
CIZLEE_clean.cif,0.9
CIZMIJ_clean.cif,1.6
CIZPOS_clean.cif,13.2
CIZTIP_clean.cif,14.0
COBWEV_clean.cif,4.2
COCMAJ_clean.cif,10.4
COCMOY_clean.cif,9.0
CODDAA_clean.cif,1.2
CODFEH_clean.cif,0.8
CODFUX_clean.cif,2.1
CODGAE_clean.cif,2.9
CODJUC_clean.cif,3.2
CODKOX_clean.cif,1.8
CODMUF_clean.cif,2.0
CODNAM_clean.cif,2.1
CODQOD_clean.cif,1.8
CODQUJ_clean.cif,1.8
CODROD_clean.cif,1.2
CODRUJ_clean.cif,1.2
CODSAR_clean.cif,1.8
CODSOF_clean.cif,3.2
CODSUL_clean.cif,4.8
CODVAU_clean.cif,5.1
COF-1.cif,1.6
COF-300.cif,3.7
COF-5.cif,3.1
COGKEP_clean.cif,2.8
COGNAO_clean.cif,12.0
COGWEB_clean.cif,3.9
COJGEO_clean.cif,7.2
COJHIT_clean.cif,2.5
COJMIZ_clean.cif,6.1
COJMOF02_clean.cif,14.2
COKFAK_clean.cif,2.8
COKJIX_clean.cif,1.5
COKJOD_clean.cif,1.5
COKMEW_clean.cif,4.6
COKMIA_clean.cif,4.6
COKMOG_clean.cif,4.2
COKMUM_clean.cif,4.9
COKNAT_clean.cif,4.6
COKPEZ_clean.cif,4.6
COKPID_clean.cif,4.6
COKPOJ_clean.cif,4.6
COKPUP_clean.cif,4.5
COKQAW_clean.cif,4.2
COKQEA_clean.cif,4.6
COKQIE_clean.cif,4.7
COKQOK_clean.cif,4.6
COKROL_clean.cif,5.6
COLPEA_clean.cif,4.3
COMDOY_clean.cif,0.8
COMGUH_clean.cif,2.0
COMZAH_clean.cif,6.0
COMZIP_clean.cif,2.9
COPXOV_clean.cif,8.5
COQGAS_clean.cif,5.9
COQHUN_clean.cif,5.4
COQJAV_clean.cif,8.9
COQJID_clean.cif,5.4
COQJOJ_clean.cif,5.3
COQJUP_clean.cif,5.4
COQNIF_clean.cif,1.5
COQTEJ_clean.cif,6.1
CORZIU_clean.cif,6.6
COSMII_clean.cif,5.0
COSWEO_clean.cif,2.9
COTVIS_clean.cif,4.8
COTVOY_clean.cif,4.6
COTVUE_clean.cif,4.7
COTXEQ_clean.cif,5.5
COTXIU_clean.cif,5.5
COTXOA_clean.cif,5.5
COVJAA_clean.cif,5.1
COVPAG_clean.cif,4.7
COVYIX_clean.cif,1.8
COWBEX_clean.cif,3.4
COWDEZ_clean.cif,9.3
COWMAD_clean.cif,2.0
COWMEH_clean.cif,2.1
COWMIL_clean.cif,2.0
COWMOR_clean.cif,2.0
COWMUX_clean.cif,2.0
COWPOU_clean.cif,2.3
COWRAJ_clean.cif,5.8
COWREN_clean.cif,5.8
COWRIR_clean.cif,5.8
COWROX_clean.cif,5.8
COWXOC_clean.cif,5.0
COXCUP_clean.cif,4.9
COXDIE_clean.cif,5.7
COXHED_clean.cif,3.7
COXHIH_clean.cif,3.6
COXHON_clean.cif,3.8
COXQUB_clean.cif,1.8
COXXIX_clean.cif,1.9
COYCEZ_clean.cif,4.8
COYCID_clean.cif,6.3
COYMIN_clean.cif,10.3
COYTEQ_clean.cif,1.9
COYTIU_clean.cif,1.9
COYTOA_clean.cif,1.9
COYTUG01_clean.cif,3.4
COYTUG_clean.cif,3.4
COYVAO01_clean.cif,3.3
COYVAO_clean.cif,3.3
COYVES01_clean.cif,3.3
COYVES_clean.cif,3.3
COZMUA_clean.cif,6.7
CSCNCA01_clean.cif,2.1
CSMNOX_clean.cif,0.5
CUBHOY_clean.cif,7.3
CUBKUF_clean.cif,3.3
CUCKIV_charged.cif,2.2
CUCSAU_clean.cif,3.2
CUCTAX_clean.cif,7.1
CUFDUD_clean.cif,14.4
CUFFAL_clean.cif,14.8
CUFFEP_clean.cif,8.6
CUFGIV_clean.cif,15.0
CUFGOB_clean.cif,3.1
CUFGUH_clean.cif,3.1
CUFJUK_clean.cif,1.2
CUFQUR_clean.cif,14.6
CUGFAN01_clean.cif,1.0
CUGFAN_clean.cif,1.0
CUGFOB_clean.cif,1.0
CUGFUH_clean.cif,1.0
CUGLIB_clean.cif,2.9
CUGLTM01_clean.cif,0.8
CUGLTM02_clean.cif,0.8
CUGLTM_clean.cif,0.8
CUGVUW_clean.cif,2.3
CUGVUX_clean.cif,2.3
CUGYIO_clean.cif,2.9
CUGYOU_clean.cif,3.1
CUGYUA_clean.cif,1.3
CUGZAH_clean.cif,3.1
CUHLUO_clean.cif,4.5
CUHPUR_clean.cif,3.2
CUIMDZ01_clean_h.cif,1.4
CUKVUA_clean.cif,2.0
CUKXAJ_clean.cif,3.0
CUKXIR_clean.cif,3.2
CUKXOW_clean.cif,1.6
CUKXUC_clean.cif,1.7
CUKYAJ_clean.cif,1.7
CUKZOY_clean.cif,3.3
CUMDEU_clean.cif,1.8
CUMDIY_clean.cif,0.7
CUMDOE_clean.cif,1.7
CUMDUK_clean.cif,5.4
CUMJEB_clean.cif,5.0
CUMKIG03_clean.cif,1.2
CUMKIG_clean.cif,1.2
CUMLUT_clean.cif,1.7
CUMQOQ_clean.cif,1.8
CUNFOH01_clean.cif,3.7
CUNFOH_clean.cif,3.7
CUNQOT_clean.cif,0.8
CUNQUZ_clean.cif,0.9
CUNRAG_clean.cif,2.0
CUNWEO_clean.cif,3.5
CUNXIS10_clean.cif,1.4
CUNXIS_clean.cif,1.4
CUPHIG_clean.cif,13.2
CUPHUS_clean.cif,14.7
CUQKOQ_clean.cif,3.6
CUQRIR_clean.cif,3.6
CUQROX_clean.cif,3.6
CUQRUD_clean.cif,3.6
CUQTAL_clean.cif,17.9
CUQXUI_clean.cif,3.7
CURBOH_clean.cif,9.4
CURQEN_clean.cif,4.2
CURYOE01_clean.cif,9.6
CURZAR_clean.cif,8.6
CURZEV_clean.cif,7.9
CUSDIE_charged.cif,6.0
CUSYIA_clean.cif,4.9
CUSZEX_clean.cif,2.1
CUSZIB_clean.cif,2.4
CUTBEA_clean.cif,6.3
CUTBIE_clean.cif,6.4
CUTBOK_clean.cif,6.3
CUTCAX_clean.cif,3.1
CUTFII_clean.cif,3.0
CUTFON_charged.cif,12.7
CUTFUT_charged.cif,18.0
CUTGEE_clean.cif,1.2
CUTGEF_clean.cif,2.5
CUTGII_clean.cif,1.2
CUTKOS_clean.cif,3.4
CUVGIK_clean.cif,0.6
CUVGOQ_clean.cif,0.7
CUVHEH_clean.cif,15.5
CUVHIL01_clean.cif,5.3
CUVHIL02_clean_h.cif,5.3
CUVHIL_clean_h.cif,5.3
CUVTIX_clean.cif,5.1
CUVTUJ_clean.cif,1.6
CUVVOG_clean.cif,8.6
CUVXAT_clean.cif,6.0
CUWHUZ_clean.cif,19.1
CUWNIT_clean.cif,11.0
CUWNOZ_clean.cif,6.9
CUWTUL_clean.cif,1.4
CUWVAT_clean.cif,1.4
CUWVEX_clean.cif,1.4
CUWVIB_clean.cif,1.4
CUWWEY_clean.cif,1.5
CUWXAV_clean.cif,5.7
CUWXID_clean.cif,5.9
CUWXOJ_clean.cif,5.3
CUWXUP_clean.cif,5.3
CUWYAW_clean.cif,5.5
CUWYUQ_clean.cif,5.3
CUWZAX_clean.cif,5.5
CUWZIF_clean.cif,3.2
CUXDUU_clean.cif,1.0
CUXFIL_clean.cif,2.3
CUXFUX_clean.cif,2.6
CUXJAI_clean.cif,1.5
CUXJEM_clean.cif,1.4
CUXLEO_clean.cif,2.2
CUYHIO_clean.cif,2.2
CUYQIX_clean.cif,1.5
CUYRUK_clean.cif,2.8
CUYVOI_clean.cif,3.4
CUYWUP_clean.cif,5.2
CUYYAX_clean.cif,2.2
CUYYEB_clean.cif,2.2
CUZBUW_clean.cif,0.8
Cd3BTB2.cif,2.2
Co-DOBDC.cif,1.6
Co26NDP.cif,3.2
DABFET_clean.cif,12.2
DABFIX_clean.cif,12.3
DABGIZ_clean.cif,6.5
DABMUR_clean.cif,5.5
DABWUA_clean.cif,2.8
DACFAR_clean.cif,4.6
DACSAE_clean.cif,13.6
DACSEI_clean.cif,13.4
DACXOV_clean.cif,1.6
DACXUB_clean.cif,1.6
DACYAI_clean.cif,1.6
DACYUE_clean.cif,3.6
DACZUF_clean.cif,4.9
DADLEC_clean.cif,8.0
DADLIG_clean.cif,5.4
DADLOM_clean.cif,15.9
DADNII_clean.cif,3.2
DADNOO_clean.cif,3.2
DADNUU_clean.cif,3.2
DADPAC_clean.cif,3.2
DADPEG_clean.cif,3.2
DADXUE_clean.cif,5.5
DAFHEZ_clean.cif,4.4
DAFHID_clean.cif,4.3
DAFHOJ_clean.cif,2.4
DAFJOM_clean.cif,4.2
DAFSEL_clean.cif,1.4
DAFSOV_clean.cif,1.5
DAFXUG_clean.cif,5.8
DAFYAN_clean.cif,4.1
DAFYER_clean.cif,4.2
DAFYOB_clean.cif,4.2
DAGDIZ_clean.cif,3.1
DAGDUL_clean.cif,4.0
DAGJED_clean.cif,2.6
DAHNOQ_clean.cif,2.6
DAHNUW_clean.cif,2.4
DAHPAE_clean.cif,1.2
DAHTIQ_clean.cif,5.8
DAHWAM_clean.cif,3.2
DAJHOM_clean5b.cif,2.8
DAJHOM_manual.cif,2.8
DAJHUS_clean.cif,2.1
DAKHUU_clean.cif,1.7
DAKVIW_clean.cif,4.4
DAKVOC_clean.cif,8.5
DAKVUI_clean.cif,8.4
DAKZUN_clean.cif,3.6
DALCEZ.cif,4.6
DALSAN_clean.cif,1.7
DALSER_clean.cif,3.2
DALSUH_clean.cif,4.8
DALTAO_clean.cif,4.9
DALVAQ_clean.cif,1.3
DALVEU_clean.cif,9.8
DAMDUT_clean.cif,17.6
DAMRAN_clean.cif,4.8
DAMYOI_clean.cif,12.5
DAMYUO_clean.cif,12.8
DAMZEZ_clean.cif,3.9
DANFUW_clean.cif,12.0
DANROC_clean.cif,15.0
DANVAQ_clean.cif,8.0
DANVEU_clean.cif,8.4
DANZAV_charged.cif,8.7
DANZEZ_charged.cif,8.4
DANZID_charged.cif,8.6
DANZOJ_neutral.cif,6.7
DAPBED_clean.cif,18.8
DAPBIH_neutral.cif,6.5
DAPVUM_clean.cif,9.4
DAPWAT_clean.cif,9.6
DAPXEZ_clean.cif,2.7
DAPXID_ion_b.cif,19.7
DAPYAW_clean.cif,8.5
DAPZAW_clean.cif,5.0
DARBUU_clean.cif,2.1
DARCOQ_clean.cif,3.6
DARCUW_clean.cif,3.5
DARDAD_clean.cif,3.5
DARDEH_clean.cif,3.7
DARDIL_clean.cif,3.6
DARDOR_clean.cif,3.6
DARDUX_clean.cif,3.6
DARFAF_clean.cif,3.6
DARFEJ_clean.cif,3.5
DARFIN_clean.cif,3.5
DARFOT_clean.cif,3.5
DARJOX_clean.cif,1.9
DARJUD_clean.cif,1.9
DARNOB_charged.cif,2.5
DARSEV_SL.cif,4.1
DARSEV_clean.cif,4.1
DARVAW_clean.cif,1.1
DASTEY01_charged.cif,2.4
DATHAJ_clean.cif,3.7
DATPIY_clean.cif,4.4
DAVYEG_clean.cif,2.5
DAWBIO_clean.cif,1.3
DAWBOU_clean.cif,1.3
DAWBUA_clean.cif,1.4
DAWCAH_clean.cif,1.4
DAWCIP_clean.cif,13.7
DAWCOV_clean.cif,3.8
DAWDAI_clean.cif,2.9
DAWVOO_clean.cif,4.9
DAWWAB_clean.cif,4.9
DAWWEF_clean.cif,4.0
DAWWIJ_clean.cif,2.9
DAXGUG_clean.cif,1.0
DAXHIV01_clean.cif,2.0
DAXHIV_clean.cif,2.0
DAXHUH01_clean.cif,2.0
DAXHUH_clean.cif,2.0
DAXJET01_clean.cif,3.8
DAXJET02_clean.cif,3.8
DAXJET03_clean.cif,3.9
DAXJET_clean.cif,3.7
DAXKIY_clean.cif,2.1
DAXKOE_charged.cif,1.2
DAXKOE_clean.cif,1.2
DAXNOG_clean.cif,0.6
DAYCAI_clean.cif,0.7
DAYYIN_clean.cif,5.7
DEBGIA_clean.cif,3.0
DEBNUU_clean.cif,0.9
DEBWAK_clean.cif,6.9
DEBWEO_clean.cif,6.8
DEFKUU_clean.cif,1.0
DEFRIR_clean.cif,3.7
DEGJIK_clean.cif,0.9
DEGPEL_charged.cif,5.4
DEHBIC_clean.cif,0.6
DEHFUR_clean.cif,6.1
DEHLAF_clean.cif,6.1
DEHLIN_clean.cif,6.4
DEJCEB_clean.cif,5.6
DEJCIF_clean.cif,1.1
DEJJIN_clean.cif,4.8
DEJROB.cif,4.6
DEJRUH_clean.cif,2.2
DEKHEH_clean.cif,1.4
DEKHUX_clean.cif,1.5
DEKPEP_clean.cif,0.9
DEKPUF_clean.cif,3.2
DELGEI_clean5b.cif,4.4
DELGEI_manual.cif,4.4
DEMLAJ_clean.cif,5.2
DENKOX_clean.cif,1.8
DEPJIR01_clean.cif,0.8
DEPJIR_clean.cif,0.8
DEPSEW_clean.cif,2.0
DEPTOH_clean.cif,2.0
DEPXAY_clean.cif,5.7
DEPXIG_clean.cif,4.0
DEPXOM_clean.cif,4.0
DEPXUS_clean.cif,9.7
DEPYAZ_clean.cif,9.9
DEPYED_clean.cif,9.7
DEQFOU_clean.cif,2.0
DEQVIF_clean.cif,2.6
DEWQUS_clean.cif,10.1
DEWRIH_clean.cif,2.6
DEXDER_clean.cif,0.9
DEXZIR_clean.cif,3.2
DEYCAN_clean.cif,2.1
DEYDOA_clean.cif,0.5
DEYJIC_clean.cif,1.2
DEYJOI_clean.cif,1.2
DEYLOJ_clean.cif,8.1
DEYLUQ_clean.cif,3.8
DEYNIG_clean.cif,3.8
DEYVUA_clean.cif,4.2
DEYXIQ_clean.cif,2.7
DEZCER_clean.cif,4.3
DEZKAW_clean.cif,5.0
DEZKEA_clean.cif,4.9
DEZNED_clean.cif,2.5
DIBJEF_clean.cif,5.8
DIBJIJ_clean.cif,7.1
DIBPAH_clean.cif,3.4
DIBPIP_clean.cif,2.9
DIBQEM_clean.cif,13.1
DIBQIQ_clean.cif,9.1
DIBQOW_clean.cif,9.3
DIBQUC_clean.cif,9.4
DIBWUH_clean.cif,3.4
DIBWUI_clean.cif,1.4
DIBXAO_clean.cif,3.5
DIBXAP_clean.cif,1.4
DIBXIX_clean.cif,1.4
DIBXOD_clean.cif,1.4
DICKEH_clean.cif,7.4
DICVAO_clean.cif,3.6
DICVES_clean.cif,3.6
DICVIW_clean.cif,3.6
DIDBAV_clean.cif,6.5
DIDBEZ_clean.cif,6.5
DIDDOK_clean.cif,6.1
DIGFAC_clean.cif,1.7
DIHPIU_charged.cif,3.4
DIHVIB01_clean.cif,18.2
DIHVIB_clean.cif,18.2
DIHYUP_clean.cif,8.6
DIKJUD_clean.cif,3.8
DIKPOD_clean.cif,1.1
DILXED_clean.cif,6.4
DIMDAG_clean.cif,3.9
DIMJUG_clean.cif,2.2
DIMKER_clean.cif,2.2
DIMKIV_clean.cif,4.2
DIMKUH_clean.cif,2.2
DIMQIB_clean.cif,8.1
DIMQOH_clean.cif,1.4
DINNIZ_clean.cif,4.5
DIPMAS_clean.cif,2.4
DIRBIP_clean.cif,1.4
DIRPIF_clean.cif,5.6
DISSUU_clean.cif,1.1
DITJIB_clean.cif,11.1
DITJOH_clean.cif,10.1
DITPED_clean.cif,18.5
DITSIK_clean.cif,1.3
DITTEH_clean.cif,5.2
DITXOU_clean.cif,2.0
DITYAH_clean.cif,3.0
DITYEM_clean.cif,0.7
DITYOW_clean.cif,3.0
DIVGIA_clean.cif,10.6
DIVMUR_clean.cif,1.3
DIVNAY_clean.cif,1.3
DIVNIH_clean.cif,0.9
DIVPUU_clean.cif,1.1
DIVQAB_clean.cif,2.4
DIVSUY_clean.cif,4.7
DIWMON_clean.cif,16.5
DIWMUT_clean.cif,16.5
DIWNAA_clean.cif,2.6
DIXKOL_clean.cif,1.4
DIXNUV01_clean.cif,1.4
DIXNUV_clean.cif,1.4
DIYKAZ_clean.cif,3.2
DIYKED_clean.cif,2.3
DIYTEM_clean.cif,4.4
DIYWIT_clean.cif,3.6
DIZQOT_clean.cif,5.0
DIZVAK_clean.cif,4.4
DOCKOW_clean.cif,3.3
DODHUA_clean.cif,1.2
DODMIT_clean.cif,2.1
DOFREW_clean.cif,2.3
DOFTID_clean.cif,9.9
DOFTOJ_clean.cif,9.1
DOGMET_clean.cif,3.5
DOGZIJ_clean.cif,1.2
DOHNUL_clean.cif,5.2
DOHXUV_clean.cif,10.5
DOHYIJ01_clean.cif,1.9
DOHYIJ_clean.cif,1.9
DOJXIK_clean.cif,1.9
DOJXOQ_clean.cif,1.9
DOJXOR_clean.cif,7.6
DOJXUW_clean.cif,1.9
DOJYAD_clean.cif,1.8
DOKBUC_clean.cif,3.8
DOKDEN_clean.cif,5.7
DOKHIV_clean.cif,2.0
DOKHOB_clean.cif,2.6
DOKHUH_clean.cif,4.1
DOLPIF_clean.cif,2.1
DOLRAZ_clean.cif,4.3
DOLWEI_clean.cif,15.2
DOLXOR01_clean.cif,1.5
DOLXOR02_clean.cif,1.5
DOLXOR_clean.cif,1.5
DOMFUI_clean.cif,13.2
DOMGAP_clean.cif,13.2
DOMGET_clean.cif,6.6
DOMKEX_clean.cif,1.9
DONKIC_clean.cif,6.9
DONKOI_clean.cif,6.9
DONKUO_clean.cif,3.8
DONNAW01_SL.cif,1.4
DONNAW01_clean.cif,0.8
DONNAW_clean.cif,1.4
DONNEA_clean.cif,0.8
DONNIE_clean.cif,1.4
DONXOV_clean.cif,1.5
DONXUB_clean.cif,5.7
DOPJAV_clean.cif,7.4
DOQGUM_clean.cif,1.0
DOQHAT_clean.cif,1.0
DOQHEX_clean.cif,1.0
DOQHIB_clean.cif,1.0
DOQHOH_clean.cif,1.0
DOQHUN_clean.cif,1.0
DOQKAW_charged.cif,3.4
DOQRUW_clean.cif,1.9
DORDUK.cif,2.9
DORFAS_clean.cif,2.9
DORFOG_clean.cif,0.8
DORFUM_clean.cif,4.1
DORYUG_clean.cif,5.7
DOTFOJ_clean.cif,17.6
DOTSOV02_clean.cif,6.4
DOTSOV03_clean.cif,6.4
DOTSOV04_clean.cif,6.4
DOTSOV05_clean.cif,6.4
DOTSOV06_clean.cif,6.4
DOTSOV07_clean.cif,6.4
DOTSOV08_clean.cif,6.4
DOTSOV09_clean.cif,6.4
DOTSOV10_clean.cif,6.4
DOTSOV11_clean.cif,6.4
DOTSOV12_clean.cif,6.4
DOTSOV13_clean.cif,6.4
DOTSOV14_clean.cif,6.4
DOTSOV15_clean.cif,6.4
DOTSOV16_clean.cif,6.4
DOTSOV18_clean.cif,6.4
DOTSOV19_clean.cif,6.4
DOTSOV20_clean.cif,6.4
DOTSOV21_clean.cif,6.4
DOTSOV22_clean.cif,6.4
DOTSOV23_clean.cif,6.4
DOTSOV24_clean.cif,6.4
DOTSOV25_clean.cif,6.4
DOTSOV26_clean.cif,6.4
DOTSOV27_clean.cif,6.4
DOTSOV28_clean.cif,6.4
DOTSOV29_clean.cif,6.4
DOTSOV30_clean.cif,6.4
DOTSOV31_clean.cif,6.4
DOTSOV32_clean.cif,6.4
DOTSOV33_clean.cif,6.4
DOTSOV34_clean.cif,6.4
DOTSOV35_clean.cif,6.4
DOTSOV37_clean.cif,6.4
DOTSOV38_clean.cif,6.4
DOTSOV40_clean.cif,6.4
DOTSOV41_clean.cif,6.4
DOTSOV42_clean.cif,6.4
DOTTEM_clean.cif,1.4
DOTTUC_charged.cif,2.9
DOTTUC_clean.cif,2.9
DOTWAL_clean.cif,1.6
DOWGIH_clean.cif,5.2
DOWQIP_clean.cif,1.9
DOYBAV_clean.cif,7.5
DOYBEA_clean.cif,1.2
DOYBUQ01_clean.cif,6.1
DOYBUQ_clean.cif,6.5
DOYHOQ_clean.cif,3.4
DOYHUW_clean.cif,4.2
DOYLEI_clean.cif,1.0
DOYLIM_clean.cif,1.1
DOYSIT_clean.cif,2.1
DOZCEC_clean.cif,8.2
DOZKIO_clean.cif,1.9
DUBBEI_clean.cif,3.9
DUBJUH_clean.cif,5.1
DUBKAO_clean.cif,5.1
DUBWON_clean.cif,1.9
DUCGEO_clean.cif,3.8
DUCHEP_clean.cif,2.2
DUDKEU_clean.cif,5.2
DUDKIY_clean.cif,4.1
DUDKOE_clean.cif,12.6
DUDKUK_clean.cif,4.6
DUDZOT_clean.cif,0.5
DUFGOB_clean.cif,4.1
DUFXOT_clean.cif,1.4
DUFZOU_clean.cif,3.6
DUFZUA_clean.cif,3.6
DUGBAJ_clean.cif,3.6
DUHXIP_clean.cif,6.6
DUJQUW_clean.cif,0.9
DUJRAD_clean.cif,2.6
DUKDIX_clean.cif,1.9
DUKDOD01_clean.cif,1.9
DUKDOD_clean.cif,1.9
