,STRUCTURE_NAME,a,b,c,UnitCell
0,1499489-acs.cgd.6b01265_1499490_clean,18.975,18.975,44.763000000000005,1 1 1
1,ABAVIJ_clean,9.8064,10.6685,13.971114000000002,2 2 1
2,ABAVOP_clean,9.777999999999999,10.265999999999998,13.212,2 2 1
3,ABAYIO_clean,26.771,26.771,26.771,1 1 1
4,ABAYOU_clean,26.647,26.647,26.647,1 1 1
5,ABEFUL_clean,15.3873,15.3873,9.8379,1 1 2
6,ABEMIF_clean,15.384,15.384,15.384,1 1 1
7,ABESUX_clean,15.512,13.7953,13.0199,1 1 1
8,ABETAE_clean,15.52,13.89,13.0769,1 1 1
9,ABETIN_clean,26.9629,26.9629,27.5365,1 1 1
10,ABEXEM_clean,11.0417,12.135,19.6509,2 1 1
11,ABEXEN_clean,25.098000000000003,25.098000000000003,28.4464,1 1 1
12,ABEXIQ_clean,11.036,12.056,19.561,2 1 1
13,ABEXOW_clean,11.008,12.002,19.473,2 1 1
14,ABEXUC_clean,10.989,11.946,19.402,2 2 1
15,ABEYAJ_clean,10.962,11.868,19.307000000000002,2 2 1
16,ABEYEN_clean,10.943,11.828,19.261,2 2 1
17,ABEYIR,10.934000000000001,11.7927,19.2152,2 2 1
18,ABEYIR_clean,10.934000000000001,11.7927,19.2152,2 2 1
19,ABIXOZ_clean,12.7846,12.8311,15.9937,1 1 1
20,ABIYIV,11.104000000000001,19.8834,21.3025,2 1 1
21,ABIYIV_clean,11.104000000000001,19.8834,21.3025,2 1 1
22,ABULOB_clean,8.5009,15.3652,13.374,2 1 1
23,ABUWOJ_clean,14.4988,17.1659,18.1536,1 1 1
24,ac403674p_si_001_clean,14.7843,15.9539,15.9539,1 1 1
25,ACAJIY_clean,17.508,17.508,20.7888,1 1 1
26,ACAJIZ_clean,25.666999999999998,13.075999999999999,8.725,1 1 2
27,ACAJOF_clean,8.677,13.042,28.201,2 1 1
28,ACAKUM,10.395,10.779000000000002,21.445,2 2 1
29,ACAKUM_clean,10.395,10.779000000000002,21.445,2 2 1
30,ACALIB_clean,9.7494,11.0484,20.4845,2 2 1
31,ACECIV_ion_b,10.600999999999999,26.840999999999998,11.464,2 1 2
32,ACIBIY_clean,15.205,18.005,21.5,1 1 1
33,ACIBOE_clean,17.0713,17.0713,17.0713,1 1 1
34,ACMPCD_clean,5.349,15.9656,19.8969,3 1 1
35,ACOCOM_clean,46.588,46.588,46.588,1 1 1
36,ACOCUS_clean,46.806000000000004,46.806000000000004,46.806000000000004,1 1 1
37,ACODAZ_clean,46.73,46.73,46.73,1 1 1
38,ACODED,14.2992,16.0811,24.0918,1 1 1
39,ACODON_clean,10.5573,14.4794,23.316,2 1 1
40,ACODUT_clean,17.06,17.06,9.2376,1 1 2
41,ACOGAB_clean,9.9817,16.6382,17.0675,2 1 1
42,ACOGEF_clean,9.8463,16.8512,17.2543,2 1 1
43,ACOLEL_clean,17.656,19.4084,20.504,1 1 1
44,ACOLIP_clean,11.567,11.8393,14.227,2 2 1
45,ACOLOV_clean,11.367,24.373,36.596,2 1 1
46,ACOLUB_clean,16.483001,18.0126,18.0126,1 1 1
47,acs.cgd.5b01554_VAGNUP1452791_clean,21.717,23.369,15.071,1 1 1
48,acs.cgd.5b01686_WAHFUJ1434675_clean,10.7961,8.795,25.1748,2 2 1
49,acs.cgd.6b00163_UKEBOD1448508_clean,10.940999999999999,33.973,14.014000000000001,2 1 1
50,acs.cgd.6b00463_OLOMUZ1451936_clean,21.8815,21.8815,75.31,1 1 1
51,acs.chemmater.5b03723_cm5b03723_si_004_clean,28.9416,28.9416,28.9416,1 1 1
52,acs.chemmater.5b03723_cm5b03723_si_005_clean,29.0261,29.0261,29.0261,1 1 1
53,acs.chemmater.6b02817_cm6b02817_si_004_clean,21.9524,21.9524,21.9524,1 1 1
54,acs.chemrev.6b00346_cr6b00346_si_001_clean,18.5474,18.5474,18.5474,1 1 1
55,acscombsci.5b00188_24205_clean,8.5974,10.6546,7.6815,2 2 2
56,acscombsci.5b00188_3001288_clean,33.5106,33.5097,33.5065,1 1 1
57,acscombsci.5b00188_34903_clean,10.6546,10.6545,9.1303,2 2 2
58,acscombsci.5b00188_5013797_clean,17.0774,12.5945,17.0774,1 1 1
59,acscombsci.5b00188_5020072_clean,19.1212,19.1211,12.7594,1 1 1
60,acscombsci.5b00188_5024922_clean,21.2954,21.2954,16.9594,1 1 1
61,acscombsci.5b00188_5036495_clean,16.1093,14.5197,15.1862,1 1 1
62,acscombsci.5b00188_5040209_clean,10.6545,14.0442,9.7302,2 1 2
63,acscombsci.5b00188_8372_clean,8.4974,8.4974,19.8054,2 2 1
64,acs.inorgchem.5b02108_ic5b02108_si_002_clean,15.1675,15.1675,11.9197,1 1 2
65,acs.inorgchem.5b02316_ic5b02316_si_002_clean,13.9585,13.9585,20.0529,1 1 1
66,acs.inorgchem.5b02378_ic5b02378_si_002_clean,13.3451,23.7349,13.1709,1 1 1
67,acs.inorgchem.5b02973_ic5b02973_si_002_clean,21.5669,21.5669,7.7969,1 1 2
68,acs.inorgchem.6b00081_ic6b00081_si_001_clean,30.594,30.594,15.9646,1 1 1
69,acs.inorgchem.6b00136_ic6b00136_si_002_clean,17.0192,27.796,9.3238,1 1 2
70,acs.inorgchem.6b00276_ic6b00276_si_006_clean,31.837,31.837,62.41,1 1 1
71,acs.inorgchem.6b00433_ic6b00433_si_002_clean,12.5757,13.4705,14.2408,1 1 1
72,acs.inorgchem.6b00894_ic6b00894_si_002_clean,21.719,19.469,20.835,1 1 1
73,acs.inorgchem.6b00894_ic6b00894_si_003_clean,11.6274,19.663,32.678000000000004,2 1 1
74,acs.inorgchem.6b01211_ic6b01211_si_002_clean,18.586,18.586,38.461,1 1 1
75,acs.inorgchem.6b01416_ic6b01416_si_004_clean,15.775,16.035,33.845,1 1 1
76,acs.inorgchem.6b01569_ic6b01569_si_002_clean,35.4247,13.9402,9.4516,1 1 2
77,acs.inorgchem.6b01740_ic6b01740_si_002_clean,36.793,36.793,36.793,1 1 1
78,acs.inorgchem.6b01762_ic6b01762_si_002_clean,40.8076,20.371,29.8948,1 1 1
79,acs.inorgchem.6b02407_ic6b02407_si_002_clean,9.7373,15.1542,21.1695,2 1 1
80,acs.inorgchem.6b02407_ic6b02407_si_003_clean,25.0141,21.2383,10.0324,1 1 2
81,acs.inorgchem.6b02413_ic6b02413_si_002_clean,27.546,27.546,27.546,1 1 1
82,acs.inorgchem.6b02514_ic6b02514_si_002_clean,8.3425,11.9337,21.6641,2 2 1
83,acs.inorgchem.6b02696_ic6b02696_si_002_clean,41.393,41.393,41.393,1 1 1
84,acs.jchemed.6b00258_ed6b00258_si_005_clean,28.612,9.3899,9.2741,1 2 2
85,acs.jpcc.6b04690_jp6b04690_si_005_clean,16.0756,19.9994,28.3586,1 1 1
86,acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,14.8273,14.8273,20.9174,1 1 1
87,acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,17.8892,17.8892,52.1012,1 1 1
88,ACUBAB_clean,8.8775,8.8775,23.775,2 2 1
89,ACUFEK_clean,32.968,32.968,32.9757,1 1 1
90,ACUJOZ_clean5b,46.582,46.582,21.331999999999997,1 1 1
91,ACUJOZ_manual,46.582,46.582,21.331999999999997,1 1 1
92,ACUTOI_clean,7.0822,20.72,22.878,2 1 1
93,ADABAK01_clean,9.2413,9.2844,14.018837,2 2 1
94,ADABAK,9.2637,9.3223,25.983557,2 2 1
95,ADABIS_clean,9.2553,9.3537,13.873453,2 2 1
96,ADABUE_clean,9.2741,9.3899,15.056673000000002,2 2 1
97,ADARAA_clean,38.805,38.805,38.805,1 1 1
98,ADASAB_charged,45.206,45.206,45.206,1 1 1
99,ADASEF_clean,38.4594,38.4594,38.4594,1 1 1
100,ADASIJ_clean,29.3304,29.3304,29.3304,1 1 1
101,ADASOP_clean,29.3026,29.3026,29.3847,1 1 1
102,ADASUV_clean,29.3951,29.3951,29.4188,1 1 1
103,ADATAC_clean,40.1623,40.1623,40.1623,1 1 1
104,ADATEG_clean5b,48.5104,48.5104,48.5104,1 1 1
105,ADATEG_manual,48.5104,48.5104,48.5104,1 1 1
106,ADATIK_clean,41.556999999999995,41.556999999999995,41.6393,1 1 1
107,ADATOQ_clean,25.6886,25.6886,25.6886,1 1 1
108,ADATUW_clean,25.574,25.574,25.574,1 1 1
109,ADAVAE_clean,25.381,25.381,25.381,1 1 1
110,ADAVEI_clean,25.369,25.369,25.369,1 1 1
111,ADAVIM_clean,25.5824,25.5824,25.5824,1 1 1
112,ADAXEK_clean,7.166801,9.8524,12.3722,2 2 1
113,ADAXIO_clean,18.191,17.177,13.6923,1 1 1
114,ADEGIA01_clean,8.6006,10.173,11.125,2 2 2
115,ADEGIA_clean,8.6066,10.156,11.161,2 2 2
116,ADIQEL_clean,8.201,10.492,11.125,2 2 2
117,ADOBAX,14.915999999999999,17.266,17.266,1 1 1
118,ADOBAX_charged,14.915999999999999,17.266,17.266,1 1 1
119,ADOBEB_charged,14.915999999999999,17.266,17.266,1 1 1
120,ADOBIF_clean,17.066,17.066,14.625,1 1 1
121,ADOBOL_charged,14.625,17.066,17.066,1 1 1
122,ADOBOL_clean,14.625,17.066,17.066,1 1 1
123,ADOBUR_charged,14.6533,17.0616,17.0616,1 1 1
124,ADOCAY_charged,14.6533,17.0616,17.0616,1 1 1
125,ADOCEC_clean,17.090999999999998,17.090999999999998,14.610999999999999,1 1 1
126,ADOCIG_charged,14.610999999999999,17.090999999999998,17.090999999999998,1 1 1
127,ADODAA_charged,21.3336,21.3336,21.3336,1 1 1
128,ADODII_clean,7.3933,14.349,16.9754,2 1 1
129,ADODOO_clean,7.1091,14.5399,16.7754,2 1 1
130,ADODUU_clean,7.0665,14.5262,16.7109,2 1 1
131,ADOGEH_clean,26.3336,26.3336,26.3336,1 1 1
132,ADUROI_clean,50.8198,50.8198,50.8198,1 1 1
133,ADUWIH_clean,22.072,22.072,22.072,1 1 1
134,ADUWON_clean,30.014,30.014,30.014,1 1 1
135,AFEDIA_clean,10.2347,10.8608,13.7452,2 2 1
136,AFEJOK_ion_b,13.4779,13.4779,11.1085,1 1 2
137,AFEKAX_clean,11.0449,11.0449,8.055,2 2 2
138,AFENEE_clean,11.54,11.54,14.943,2 2 1
139,AFIPAH_clean,9.1664,9.1664,14.969000000000001,2 2 1
140,AFITEP_clean,6.1751,14.7508,17.144000000000002,2 1 1
141,AFITIT_clean,14.0334,17.7321,17.7321,1 1 1
142,AFITUF_clean,14.0828,21.4518,28.2518,1 1 1
143,AFIXAO_clean,9.4526,24.3406,24.846999999999998,2 1 1
144,AFIXES_clean,9.5182,24.246,24.685,2 1 1
145,AFOQUI_clean,9.8623,13.1949,17.8953,2 1 1
146,AFOTOF_clean,8.655,14.105,15.1056,2 1 1
147,AFOTUL_clean,8.6876,14.165999999999999,15.14,2 1 1
148,AFOVAT_clean,8.842,14.318,14.498,2 1 1
149,AFOVEX_clean,8.789,14.257,15.1092,2 1 1
150,AFOVIB_clean,8.622,14.065999999999999,15.0818,2 1 1
151,AFOVOH_clean,8.722999999999999,14.179,15.03116,2 1 1
152,AFOYAW_clean,13.3427,13.4047,13.562000000000001,1 1 1
153,AFOYEB_clean,18.968,18.968,5.773,1 1 3
154,AFOYIE_clean,7.1442,19.4387,17.3114,2 1 1
155,AFOYOK_clean,7.7119,13.474446,25.1892,2 1 1
156,AFUKAP_clean,16.386,18.0643,18.0643,1 1 1
157,AFUKET_clean,10.5211,24.1489,37.8771,2 1 1
158,AFUKIX_clean,15.3269,25.4411,31.096,1 1 1
159,AFUPEX_clean,10.800999999999998,10.905999999999999,15.55,2 2 1
160,AGABIU_clean,18.605,18.605,14.904000000000002,1 1 1
161,AGARUW_clean,8.521,15.38,18.477,2 1 1
162,AGAXOV_clean,11.0318,18.0673,18.4528,2 1 1
163,AGAYIQ_clean,10.677,18.781,21.052,2 1 1
164,AGAYOW_clean,29.324,21.2972,18.0688,1 1 1
165,AGESIP_clean,5.6437,9.1507,12.8357,3 2 1
166,AGIMOU_clean,9.3348,9.3606,13.0009,2 2 1
167,AGIREP_clean,19.739,28.4245,28.4245,1 1 1
168,AGOFEJ_clean,19.4251,36.589,37.762,1 1 1
169,AGONAM_clean,7.9105,11.128,19.441,2 2 1
170,AGONEQ_clean,12.9012,14.5816,11.8243,1 1 2
171,AGOVOJ_clean,29.0505,29.0505,28.7967,1 1 1
172,AGUBUA_clean,10.089,14.789000000000001,13.988,2 1 1
173,AGUTUS_clean,10.6332,12.0361,12.8052,2 1 1
174,AGUVOO_charged,17.4259,21.5209,26.8326,1 1 1
175,AGUWUV_clean,8.1933,8.8646,12.2028,2 2 1
176,AHAMAY_clean,10.2492,11.0716,12.8991,2 2 1
177,AHEBAS_clean,20.7929,12.4871,19.5025,1 1 1
178,AHEQAH_clean,21.403000000000002,34.255,8.023,1 1 2
179,AHINIP_clean,10.592,13.12,22.305999999999997,2 1 1
180,AHIYOH_clean,19.719,15.6642,27.118000000000002,1 1 1
181,AHIYUN_clean,20.27,16.336,24.664,1 1 1
182,AHOBEG_clean,10.552999999999999,12.789000000000001,14.443,2 1 1
183,AHOJUC_clean,9.243,8.817,9.684,2 2 2
184,AHOKAJ_clean,9.247,8.824,9.693,2 2 2
185,AHOKIR01_clean,4.3999,6.6708,10.558658,3 2 2
186,AHOKIR_clean,20.0305,6.6713,4.3996,1 2 3
187,AHOKOX_clean,22.3773,6.7633,4.3529,1 2 3
188,AHOZAA_clean,21.9718,17.3189,17.7104,1 1 1
189,AHUFIU_clean,18.7262,34.1911,19.0465,1 1 1
190,AHUTIH01_clean,6.1092,7.6866,22.6987,2 2 1
191,AHUTIH_clean,6.1071,7.6962,22.701999999999998,2 2 1
192,AJAKON_clean,14.4144,23.3964,15.5641,1 1 1
193,AJAMEF_clean,10.895,17.52,20.545,2 1 1
194,AJAYIT_clean,13.3169,13.3169,14.297,1 1 1
195,AJIGIL_clean,15.3745,23.4023,25.3443,1 1 1
196,AJINOY_clean,9.9983,11.0159,12.3746,2 2 1
197,AJOTEY_clean,19.0766,9.1657,14.1806,1 2 1
198,AJOVEB_clean,7.7201,23.2507,23.2507,2 1 1
199,AJOXAA_clean,17.2489,11.7539,17.7527,1 2 1
200,AJUNOK_clean,16.085,16.0849,20.246,1 1 1
201,AKAYIV_clean,7.7321,30.267,32.107,2 1 1
202,AKEDIF_clean,31.3256,5.8888,20.4485,1 3 1
203,AKIXEZ_clean,18.4039,18.4039,46.9176,1 1 1
204,AKOBAF_clean,23.404,11.0971,20.766,1 2 1
205,AKOHEO_clean,16.2045,11.868,17.9591,1 2 1
206,AKOXIJ_clean,30.651,25.1663,12.6824,1 1 1
207,AKUHOD01_clean,10.5125,10.5125,10.8652,2 2 2
208,AKUHOD03_clean,10.5269,10.5269,10.7521,2 2 2
209,AKUHOD_clean,10.527000000000001,10.527000000000001,10.8872,2 2 2
210,AKUKUO_clean,8.8545,10.672,15.389000000000001,2 2 1
211,ALAHUS_clean,14.234000000000002,14.234000000000002,63.76,1 1 1
212,ALALUU01_clean,10.6412,10.6412,11.0154,2 2 2
213,ALALUU_clean,10.633,10.633,11.0118,2 2 2
214,ALAMUW_clean,18.794,18.794,19.9351,1 1 1
215,ALANAD_clean,18.199,20.125,37.4537,1 1 1
216,ALATAK_clean,14.16,7.271,8.982000000000001,1 2 2
217,ALEJAE_clean,24.4186,24.4186,55.4757,1 1 1
218,ALEJEI_clean,30.4638,30.4638,44.2772,1 1 1
219,ALEJIM_clean,30.5919,30.5919,44.8181,1 1 1
220,ALEQIT_clean,10.8528,12.2516,16.9031,2 1 1
221,ALIBUT_clean,23.4345,23.4345,23.4345,1 1 1
222,ALICAA_clean,23.575,23.575,23.575,1 1 1
223,ALIFUY_clean,11.9869,17.717,12.6414,2 1 1
224,ALIPEQ_clean,8.793,8.793,24.53,2 2 1
225,ALIXAU_clean_h,15.754000000000001,15.754000000000001,15.754000000000001,1 1 1
226,ALIXOJ_clean,10.247,15.25,20.945999999999998,2 1 1
227,ALIXUP_clean,8.1387,18.4609,18.6553,2 1 1
228,ALOLES_ion_b,15.2561,15.2561,28.086,1 1 1
229,ALOLET_charged,27.2959,27.2959,28.0896,1 1 1
230,ALOLIX_charged,27.3449,27.3449,28.2554,1 1 1
231,ALOLIY_clean,23.113000000000003,7.3954,29.656999999999996,1 2 1
232,ALOLOD_charged,27.234,27.234,32.8706,1 1 1
233,ALONEV_clean,30.585,30.585,27.348000000000003,1 1 1
234,ALUJEX_clean,11.1068,17.7727,29.228,2 1 1
235,ALUJIB_clean,11.0987,17.768,29.159000000000002,2 1 1
236,ALUJOH_clean,11.1436,17.85,29.34,2 1 1
237,ALUJUN_clean,8.613,10.122,11.095,2 2 2
238,ALUKAU_clean,8.522,10.154001,11.067,2 2 2
239,ALUKIC_clean,16.1035,16.1035,28.128,1 1 1
240,ALUKOI_clean,16.1086,16.1086,27.9632,1 1 1
241,ALUKUO_clean,16.1044,16.1044,27.919,1 1 1
242,ALULAV_clean,16.0636,16.0636,27.915,1 1 1
243,ALULEZ_clean,34.5146,34.5146,34.5146,1 1 1
244,ALULID_clean,15.7428,16.5562,16.976,1 1 1
245,ALURAB_clean,11.4,18.657,24.38,2 1 1
246,ALUREF_clean,11.395,18.663,24.329,2 1 1
247,ALURIJ_clean,11.297,18.495,24.215,2 1 1
248,am301365h_si_002_clean,17.15,17.15,17.15,1 1 1
249,AMAFOK_clean,7.7719,12.661255,12.6613,2 1 1
250,AMAGAX_clean,7.718,25.2869,25.2869,2 1 1
251,AMALND_clean,11.258,12.602,14.689,2 1 1
252,AMEJIM_charged,12.562999999999999,12.562999999999999,12.562999999999999,1 1 1
253,AMEJOS_charged,14.3634,15.9165,17.4598,1 1 1
254,AMIKOX_clean,9.1351,15.583,17.419,2 1 1
255,AMILOY_clean,12.3274,24.7472,30.5413,1 1 1
256,AMILUE_clean,12.34,19.9029,19.9029,1 1 1
257,AMIMAL_clean,12.2527,24.7184,31.2515,1 1 1
258,AMIMEP_clean,12.2751,19.9288,19.9288,1 1 1
259,AMIWID_clean,10.86,13.232000000000001,14.312000000000001,2 1 1
260,AMIWOJ_clean,10.853,13.290999999999999,14.337,2 1 1
261,AMIWUP_clean,10.833,13.245,14.298,2 1 1
262,AMIXAW_clean,10.8074,13.2023,14.2571,2 1 1
263,AMIXEA_clean,10.788,13.17,14.222999999999999,2 1 1
264,AMIZIG_clean,7.1319,24.326999999999998,18.849,2 1 1
265,AMODUC_clean,16.2295,16.2295,28.0346,1 1 1
266,AMOFAK_clean,16.5736,21.7897,35.132,1 1 1
267,AMOYOR_clean,5.8653,12.8535,20.98,3 1 1
268,AMOZAE_clean,6.7589999999999995,13.978,14.2651,2 1 1
269,AMUCOB_clean,8.637,12.27,12.27,2 1 1
270,AMUFAR_clean,9.1291,9.5884,14.7554,2 2 1
271,AMUFEV_clean,9.1461,9.6587,12.7617,2 2 1
272,AMUFIZ_clean,9.0838,9.6157,12.4252,2 2 1
273,AMUFOF_clean,9.1004,9.3972,14.9287,2 2 1
274,AMUPOP_clean,25.801,16.7844,18.9522,1 1 1
275,AMUWIP_charged,20.939,25.433000000000003,31.146,1 1 1
276,AMUWUB_clean,10.0358,15.9728,21.559,2 1 1
277,AMUXAI_clean,9.9506,15.6823,21.5,2 1 1
278,ANAWIX_clean,16.264,15.11,14.376,1 1 1
279,ANAWOD_clean,16.9789,21.612,13.8905,1 1 1
280,ANEHEI_clean,14.9215,15.3226,15.984000000000002,1 1 1
281,ANENEN_clean,9.799,11.272,15.935,2 2 1
282,ANENIR_clean,9.7792,11.3331,15.924000000000001,2 2 1
283,ANEPIT_clean,14.380999999999998,16.173,21.049,1 1 1
284,ANIDIL_clean,24.038,23.217,15.263,1 1 1
285,ANOMOG_clean,32.461,18.024,19.748,1 1 1
286,ANOMUM_clean,10.3036,15.224799,20.4069,2 1 1
287,ANONAT_manual,10.922,14.981,20.4118,2 1 1
288,ANUGEW_clean,24.6055,26.5489,26.5488,1 1 1
289,ANUGIA_clean,17.5838,17.5838,17.5838,1 1 1
290,ANUGOG_clean,18.1148,18.1148,24.397,1 1 1
291,ANUGUM_clean,11.8586,16.4885,17.4516,2 1 1
292,APACAX_clean,28.2219,28.2219,9.7266,1 1 2
293,APARAM_clean,22.2003,22.2003,7.7298,1 1 2
294,APAYIB_clean,33.02,13.317,14.22,1 1 1
295,APAYOH_clean,33.13,13.572000000000001,14.049000000000001,1 1 1
296,APAYUN_clean,33.69,12.97,14.770999999999999,1 1 1
297,APAZAU_clean,42.141999999999996,14.065,13.87,1 1 1
298,APAZEY_clean,42.145,14.296,13.770999999999999,1 1 1
299,APAZIC_clean,13.9999,14.647,42.04,1 1 1
300,APAZOI_clean,24.799,13.263,14.970999999999998,1 1 1
301,APEBED_clean,10.2151,13.117,14.136,2 1 1
302,APEBEE_clean,8.562000000000001,8.839,16.904,2 2 1
303,APEBII_clean,18.2623,18.2623,39.6543,1 1 1
304,APEBOO_clean,18.816,18.816,38.416,1 1 1
305,APEBUU_clean,28.186999999999998,14.002,27.656999999999996,1 1 1
306,APETAS_clean,6.8654,11.42,17.4396,2 2 1
307,APUPEH_clean,30.1892,30.1892,30.1892,1 1 1
308,AQAJEI_clean,19.7665,15.8012,16.968,1 1 1
309,AQALIO_clean,11.452,15.829,12.685,2 1 1
310,AQALOU_clean,11.425,12.649000000000001,15.824000000000002,2 1 1
311,AQEFOS_clean,11.690999999999999,13.492,20.615,2 1 1
312,AQEFUY_clean,23.3533,20.5379,12.6226,1 1 1
313,AQEGUY_clean,13.984000000000002,14.792,15.364,1 1 1
314,AQEQES_clean,10.6592,15.6897,11.4088,2 1 2
315,AQEQIW_clean,10.8778,15.1518,11.6221,2 1 2
316,AQERUL_clean,25.569000000000003,25.569000000000003,16.707,1 1 1
317,AQETIA_clean,10.6052,14.3869,15.5751,2 1 1
318,AQETUM_clean,9.6355,13.9967,14.174000000000001,2 1 1
319,AQIQAU_clean,26.865,12.937000000000001,23.858,1 1 1
320,AQIQIC_clean,23.412,11.374,19.755,1 2 1
321,AQIXUU_clean,9.42,9.42,10.242,2 2 2
322,AQIXUV_clean,13.709000000000001,17.722,23.81,1 1 1
323,AQMAND01_clean,10.6026,10.6026,10.973463,2 2 2
324,AQMAND_clean,10.612,10.612,10.9853,2 2 2
325,AQODOA_clean,6.441999,8.91,24.416,2 2 1
326,AQOLEZ_clean,18.7059,18.7059,18.7059,1 1 1
327,AQOLID_clean,37.0668,37.0668,37.0668,1 1 1
328,AQOLOJ_clean,18.794,18.794,18.794,1 1 1
329,AQOLUP_clean,37.0728,37.0728,37.0728,1 1 1
330,AQOMAW_clean,18.8345,18.8345,18.8345,1 1 1
331,AQOMEA01_clean,37.4139,37.4139,37.4139,1 1 1
332,AQOMEA_clean,37.7048,37.7048,37.7048,1 1 1
333,AQOSEG_clean,35.1044,35.1044,11.7352,1 1 2
334,AQOTIK_clean,7.17,7.17,13.662,2 2 1
335,AQUCOF_clean,11.4029,12.9964,23.057,2 1 1
336,AQUCOG_clean,25.7542,25.7542,6.755,1 1 2
337,AQUCUM_clean,25.7611,25.7611,6.7565,1 1 2
338,AQUDAS_clean,11.4095,12.9948,23.103,2 1 1
339,AQUDAT_clean,28.6315,9.2743,9.2833,1 2 2
340,AQUDEX_clean,28.6841,9.2655,9.3005,1 2 2
341,AQUDIB_clean,25.7522,25.7522,6.7576,1 1 2
342,AQUDOH_clean,28.7444,9.2672,9.3295,1 2 2
343,ARADEE_clean,21.7899,16.6337,13.5149,1 1 1
344,ARAFEF_clean,22.538,7.044,13.772,1 2 1
345,ARAFIJ_clean,23.739,7.0724,11.5405,1 2 2
346,ARAFOP_clean,24.561,6.986000000000001,9.1333,1 2 2
347,ARAGOR_clean,17.0093,11.9939,25.0317,1 2 1
348,ARAHIM01_clean,9.8884,9.8884,15.7829,2 2 1
349,ARAHIM02_clean,9.943,9.943,15.764000000000001,2 2 1
350,ARAHIM_clean,9.942,9.942,15.764000000000001,2 2 1
351,ARIBOS_clean,9.9943,10.3333,19.7593,2 2 1
352,ARINOF_clean,12.725999999999999,8.057,13.505,1 2 1
353,ARINUL_clean,20.586,20.586,7.522,1 1 2
354,AROFAP_clean,15.42,15.842,17.819000000000003,1 1 1
355,AROFET_clean,13.345999999999998,16.1864,17.7807,1 1 1
356,ARUCOH01_clean,10.061,25.034000000000002,14.69,2 1 1
357,ARUCUN_clean,10.142000000000001,13.222000000000001,14.872,2 1 1
358,ARUDAU_clean,10.119,13.671,15.009,2 1 1
359,ARUJED_clean,14.1561,10.5239,27.033,1 2 1
360,ARUYES,7.08,17.3265,20.786697,2 1 1
361,ARUYES_clean,7.08,17.3265,20.7867,2 1 1
362,ARUYOB_clean,9.5467,26.405,7.9946,2 1 2
363,ARUYUH01_clean,9.818999999999999,23.3265,8.9342,2 1 2
364,ARUYUH_clean,9.8162,23.284000000000002,8.9306,2 1 2
365,ASACON_clean,12.056,15.383,15.987,1 1 1
366,ASADAA_clean,11.940999999999999,15.2986,17.316,2 1 1
367,ASAHEJ_clean,8.4603,16.8439,22.1605,2 1 1
368,ASAJOU_clean,22.1211,17.5536,7.047999999999999,1 1 2
369,ASALAH_clean,7.1497,9.5284,16.0211,2 2 1
370,ASALIP_clean,7.2039,8.7309,16.234,2 2 1
371,ASALOV_clean,14.0169,13.5045,12.505,1 1 1
372,ASAMUE_clean,17.0105,21.9594,24.8081,1 1 1
373,ASANAL_clean,10.9663,30.592,11.9322,2 1 2
374,ASECUY_clean,8.5536,19.3919,44.3014,2 1 1
375,ASEJOZ01_clean,12.8688,18.0925,14.519,1 1 1
376,ASEJOZ_clean,14.561,18.078,12.845,1 1 1
377,ASEKAM_clean,10.607999999999999,24.651,7.239,2 1 2
378,ASEXED_clean,13.967,15.48,20.893,1 1 1
379,ASINAT_clean,21.006999999999998,21.099,21.24,1 1 1
380,ASINEX_clean,74.91,29.614,29.755,1 1 1
381,ASINIB_clean,75.033,29.38,29.569000000000003,1 1 1
382,ASIQEA_clean,18.000999999999998,18.000999999999998,12.946,1 1 1
383,ASIQIE_clean,18.12,18.12,12.905,1 1 1
384,ASIRUR_clean,10.892999999999999,6.617999999999999,17.337,2 2 1
385,ASIVAB_clean,34.1449,34.1449,19.8843,1 1 1
386,ASIVEF_clean,34.1668,34.1668,19.3425,1 1 1
387,ASOHUL_clean,17.6956,6.8745,11.9303,1 2 2
388,ASOSUY_clean,18.5185,18.5185,19.1215,1 1 1
389,ASOVEL_clean,8.9836,10.5918,32.7196,2 2 1
390,ASOYOY_clean,22.261,22.261,32.92,1 1 1
391,ASUBIB_clean,10.944,11.129000000000001,15.998,2 2 1
392,ASUJIJ_clean,19.377,16.277,10.72,1 1 2
393,ASUKEE01_clean,18.747,23.355,30.404,1 1 1
394,ASUKEE_clean,18.777,23.3593,30.4231,1 1 1
395,ASUWUI_clean,14.9953,17.5335,20.2381,1 1 1
396,ATAFIK_clean,11.8105,18.7775,18.7775,2 1 1
397,ATAYAX_clean,18.557000000000002,18.557000000000002,24.189,1 1 1
398,ATAYEB_clean,18.4347,18.4347,23.831999999999997,1 1 1
399,ATEJOA_clean,9.5412,12.842,14.455,2 1 1
400,ATEXII_clean,10.9488,11.7312,21.6864,2 2 1
401,ATEYED_clean,28.131999999999998,12.615,24.746,1 1 1
402,ATEYOP_clean,17.0192,57.8205,32.3846,1 1 1
403,ATEYUV_clean,16.3257,59.1677,32.1508,1 1 1
404,ATEZAC_clean,32.318000000000005,29.354,18.5232,1 1 1
405,ATEZEG_clean,32.485,29.089000000000002,17.629,1 1 1
406,ATEZIK_clean,32.301,28.825,18.692,1 1 1
407,ATIBAG_clean,10.1279,11.6495,14.8608,2 2 1
