,STRUCTURE_NAME,a,b,c,UnitCell
7299,NUCYER_clean,28.017,9.6175,8.2586,1 2 2
7300,NUCYIV_clean,27.951,9.6124,8.1937,1 2 2
7301,NUDLAA_clean,11.1753,27.609,27.609,2 1 1
7302,NUDLAB_clean,16.498,13.109000000000002,29.381,1 1 1
7303,NUDLEF_clean,13.174000000000001,32.548,33.039,1 1 1
7304,NUDLIJ_clean,10.8609,14.3088,17.0198,2 1 1
7305,NUDMAC_clean,17.9958,12.8531,11.0394,1 1 2
7306,NUDMEG_clean,18.204,12.3884,11.0014,1 1 2
7307,NUDMOQ_clean,17.8074,13.1145,11.0514,1 1 2
7308,NUDMUW_clean,18.1667,12.5175,11.020999999999999,1 1 2
7309,NUDNEH_clean,18.0488,12.7515,10.9978,1 1 2
7310,NUFBEX_clean,9.3789,10.9247,18.8993,2 2 1
7311,NUFBOH_clean,18.3439,8.809,23.4388,1 2 1
7312,NUFBUN_clean,12.024000000000001,13.773,15.85,1 1 1
7313,NUFCAU_clean,17.0549,15.3986,23.0104,1 1 1
7314,NUFTOY_charged,8.2835,31.745,31.745,2 1 1
7315,NUGRIR_clean,26.0643,26.0643,26.0643,1 1 1
7316,NUGROX_clean,26.3215,26.3215,26.3215,1 1 1
7317,NUHNUA_clean,12.3418,21.655,34.181999999999995,1 1 1
7318,NUHPAI_clean,12.335,12.4965,18.1858,1 1 1
7319,NUHQAK_clean,24.623,12.866,14.868,1 1 1
7320,NUHQIS_clean,13.013,13.845999999999998,28.029,1 1 1
7321,NUHQOY_clean,13.005999999999998,13.821,27.982,1 1 1
7322,NUHQUE_clean,13.029000000000002,13.828,28.021,1 1 1
7323,NUHRAL_clean,12.955,13.814,27.962,1 1 1
7324,NUHZAS_clean,19.619,15.5116,13.2862,1 1 1
7325,NUJCEA_clean,13.838,26.893,7.542999999999999,1 1 2
7326,NUJCIE_clean,13.895,26.9,7.6129999999999995,1 1 2
7327,NULMAJ_clean,15.9981,15.9981,16.5761,1 1 1
7328,NUMPAO_clean,8.6538,14.4144,37.4884,2 1 1
7329,NUNCEG_clean,13.725,14.074000000000002,14.187000000000001,1 1 1
7330,NUNNUH_clean,11.1813,11.1813,31.552,2 2 1
7331,NUNPAP_clean,11.1918,11.1918,31.561,2 2 1
7332,NUNSIA_clean,8.6068,24.6534,35.7404,2 1 1
7333,NUNSOG_clean,24.365,8.6123,36.092,1 2 1
7334,NUNTOH_clean,12.9145,12.9145,9.8482,1 1 2
7335,NUNWIE_clean,14.8737,9.6815,13.6354,1 2 1
7336,NUNZUT_clean,16.417,16.417,6.598,1 1 2
7337,NURMUJ_clean,10.0861,10.2527,16.4013,2 2 1
7338,NUSSEA_clean,18.204,12.83,13.987,1 1 1
7339,NUSXEG_clean,38.6484,38.6484,38.6484,1 1 1
7340,NUTQAV_clean,15.2614,15.261399,15.2614,1 1 1
7341,NUTQEZ_clean,15.1262,15.1262,15.1262,1 1 1
7342,NUTYEI_clean,14.5012,44.132,50.412,1 1 1
7343,NUTYIM_clean,14.4927,44.273,50.103,1 1 1
7344,NUTYOS_clean,14.331,23.7137,25.4868,1 1 1
7345,NUVBIQ_clean,9.6784,11.058,11.385,2 2 2
7346,NUVWEH_clean,13.441672,13.4418,13.4418,1 1 1
7347,NUVWIL_clean,15.118,15.3708,15.3708,1 1 1
7348,NUVXOT_clean,20.123,20.123,20.123,1 1 1
7349,NUVXUZ_clean,42.606,42.606,42.606,1 1 1
7350,NUVYIN_clean,11.2149,17.0025,20.3176,2 1 1
7351,NUVYOT_clean,11.2856,11.2856,27.059,2 2 1
7352,NUWBOX_clean,16.28,11.924000000000001,18.04,1 2 1
7353,NUWPOM_clean,23.1442,23.1442,7.2233,1 1 2
7354,NUWVIM_clean,22.694000000000003,29.694000000000003,33.408,1 1 1
7355,NUXMAU_clean,4.3276,6.7624,17.3181,3 2 1
7356,NUXWAG_clean,7.9510000000000005,16.819000000000003,15.189,2 1 1
7357,NUYNAY_clean,11.6918,11.6918,13.8937,2 2 1
7358,NUYNEC_clean,12.6539,12.6539,15.1151,1 1 1
7359,NUYQUU_clean,10.488,10.212,11.273,2 2 2
7360,NUYWEK_clean,9.147,9.219,14.604000000000001,2 2 1
7361,NUYWOU_clean,13.139000000000001,14.865,14.865,1 1 1
7362,NUZCIV_clean,24.502,24.502,18.45,1 1 1
7363,NUZSAD_clean,7.97,9.419,10.390999999999998,2 2 2
7364,OBAFEF_clean,15.005,8.341000000000001,29.272,1 2 1
7365,OBAFIJ_clean,15.318,8.0546,29.444000000000003,1 2 1
7366,OBAFOP_clean,15.074000000000002,24.9818,29.6125,1 1 1
7367,OBAHIL_clean,29.608,29.608,18.158,1 1 1
7368,OBAHOR_clean,29.67,29.67,17.915,1 1 1
7369,OBAHUX_clean,29.875,29.875,18.072,1 1 1
7370,OBAJAF_clean,30.516,30.516,17.704,1 1 1
7371,OBEDAA_charged,11.7135,11.7135,23.5469,2 2 1
7372,OBEDEE_clean,10.23,11.839,26.070999999999998,2 2 1
7373,OBENAL01_clean,12.456,29.026999999999997,5.3996,1 1 3
7374,OBENAL02_clean,12.3847,28.86,5.372999999999999,1 1 3
7375,OBENAL_clean,12.446,28.949,5.3971,1 1 3
7376,OBENUF_clean,7.0760000000000005,12.814,13.482999999999999,2 1 1
7377,OBEPER_clean,9.689,11.210999999999999,12.850999999999999,2 2 1
7378,OBIBAF_clean,16.746,34.094,19.114,1 1 1
7379,OBIBEJ_clean,15.547,20.203,20.451,1 1 1
7380,OBIBOT_clean,19.519000000000002,19.942999999999998,32.106,1 1 1
7381,OBODEQ_clean,10.38,10.752,16.025,2 2 1
7382,OBOGUK_clean,16.4071,11.8075,15.2832,1 2 1
7383,OBONUO_charged,21.1031,21.1031,21.1031,1 1 1
7384,OBUBIW_clean,15.522,15.522,13.712,1 1 1
7385,OBUBOC_clean5b,13.811,15.498,15.498,1 1 1
7386,OBUBOC_manual,13.811,15.498,15.498,1 1 1
7387,OBUFEX_clean,11.442,13.373,15.807,2 1 1
7388,OBUFIB_clean,8.5416,13.6688,18.225,2 1 1
7389,OBUFIB_SL,13.6688,13.6688,19.3657,1 1 1
7390,OBUREL_clean,21.186999999999998,21.186999999999998,21.9,1 1 1
7391,OCACUR_clean,9.4098,9.4098,11.742,2 2 2
7392,OCAQOY_clean,11.2402,11.5366,16.196276,2 2 1
7393,OCAWAT_clean,10.405999999999999,27.2442,13.1722,2 1 1
7394,OCEGIP_clean,7.1831,7.1831,7.5839,2 2 2
7395,OCEGOV_clean,7.0187,7.0187,7.5098,2 2 2
7396,OCIHIS_clean,18.923,16.5046,7.8437,1 1 2
7397,OCILEU_clean,34.542,9.5651,18.011,1 2 1
7398,OCILIY_clean,18.5945,8.08,30.2904,1 2 1
7399,OCIMAR_clean,14.703,15.2876,15.7014,1 1 1
7400,OCIMEV_clean,15.0089,15.3987,15.5691,1 1 1
7401,OCIMIZ_clean,14.9235,15.1203,15.9793,1 1 1
7402,OCIMOF_clean,14.7228,15.2375,15.7764,1 1 1
7403,OCIMUL_clean,14.7141,15.3016,15.8557,1 1 1
7404,OCINAS_clean,11.6364,15.585,18.823,2 1 1
7405,OCINIA_clean,16.9751,10.9659,22.441999999999997,1 2 1
7406,OCIVIH_clean,15.199000000000002,15.493,15.493,1 1 1
7407,OCIYUW_charged,11.0746,15.4736,15.4736,2 1 1
7408,OCIZAD_clean,26.9695,14.7086,9.9706,1 1 2
7409,OCIZIL,12.453,18.167,26.668000000000003,1 1 1
7410,OCOKUP_clean,8.363,12.827,12.987,2 1 1
7411,OCUGEZ01_clean,8.6742,9.9686,11.755999999999998,2 2 2
7412,OCUGEZ_clean,8.626599,9.919,11.694,2 2 2
7413,OCUMIL_clean,25.56,17.28,13.187000000000001,1 1 1
7414,OCUMOR_clean,25.7675,16.8891,13.2819,1 1 1
7415,OCUMUX_clean,25.846999999999998,16.9043,13.2251,1 1 1
7416,OCUNAC_clean5b,62.8399,62.8399,62.8399,1 1 1
7417,OCUNAC_manual,62.8399,62.8399,62.8399,1 1 1
7418,OCUNAE_clean,26.4461,16.5489,13.4894,1 1 1
7419,OCUPOS_clean,7.4362,9.3446,10.271081,2 2 2
7420,OCUPUY_clean,7.433,9.3673,12.4478,2 2 1
7421,OCUQIN_clean,15.5527,10.0841,18.7813,1 2 1
7422,OCUQOT_clean,15.2003,10.2122,18.5903,1 2 1
7423,OCUQUZ_clean,15.712,10.03,18.656,1 2 1
7424,OCURAG_clean,15.6403,10.2112,18.6795,1 2 1
7425,OCUREK_clean,15.822000000000001,10.0614,18.6103,1 2 1
7426,OCURIO_clean,15.2345,10.1817,18.6968,1 2 1
7427,OCUSIP_clean,16.3248,13.3361,10.1019,1 1 2
7428,OCUSOV_clean,15.003,10.126,18.604,1 2 1
7429,OCUSUB_clean,15.0877,10.2027,18.6376,1 2 1
7430,OCUTAI_clean,15.4228,10.2047,18.7078,1 2 1
7431,OCUTEM_clean,15.2768,10.2216,18.6279,1 2 1
7432,OCUVUF_clean,33.4649,33.4755,26.6222,1 1 1
7433,ODAGEI_clean,26.046999999999997,26.046999999999997,41.751000000000005,1 1 1
7434,ODAHIK_charged,10.439,14.44,28.415,2 1 1
7435,ODAJAG_clean,6.1092,7.6866,22.6987,2 2 1
7436,ODEKAL_clean,9.4692,9.1622,9.7063,2 2 2
7437,ODELOZ_clean,7.4670000000000005,7.881557000000001,9.3289,2 2 2
7438,ODERIZ_clean,16.3113,16.3113,16.3113,1 1 1
7439,ODEZAB_clean,18.6401,18.6401,39.748000000000005,1 1 1
7440,ODIMAQ_clean,14.8127,14.8127,15.613,1 1 1
7441,ODIVUU_clean,17.724,19.705,13.139000000000001,1 1 1
7442,ODIXAC_charged,13.9817,14.1817,14.27,1 1 1
7443,ODIXEG_clean,12.706,12.706,23.816999999999997,1 1 1
7444,ODIXIK_clean,13.775,14.507,24.244,1 1 1
7445,ODODES_clean,13.8443,14.5615,23.9659,1 1 1
7446,ODODIW_clean,13.935,14.196,14.6708,1 1 1
7447,ODODOC_clean,13.875,14.072000000000001,14.208,1 1 1
7448,ODODUI_clean,25.377,29.788,38.22,1 1 1
7449,ODOMIF_clean,7.5120000000000005,16.53,14.154000000000002,2 1 1
7450,ODONEB_clean,12.5611,12.5611,62.471000000000004,1 1 1
7451,ODONIF_clean,12.5764,12.5764,62.941,1 1 1
7452,ODOXEK_clean,7.9316,15.7547,15.7547,2 1 1
7453,ODUNEH_clean,12.829,18.528001,21.323613,1 1 1
7454,OFAMUF_clean,15.0103,15.0103,10.0791,1 1 2
7455,OFAPIW_clean,20.546999999999997,9.966000000000001,15.687000000000001,1 2 1
7456,OFAWAV_clean,16.841527,16.8416,16.8416,1 1 1
7457,OFAWEZ_clean,16.8098,16.8098,16.809785,1 1 1
7458,OFEHAK_clean,15.123,17.4814,17.4814,1 1 1
7459,OFEHEO_clean,16.282,17.6474,17.6474,1 1 1
7460,OFEREX_clean,10.3175,10.3175,14.29,2 2 1
7461,OFERUN02_clean_h,14.7269,14.7269,14.7269,1 1 1
7462,OFERUN03_clean,14.7166,14.7166,14.7166,1 1 1
7463,OFERUN04,17.0544,17.0544,17.0544,1 1 1
7464,OFERUN06_clean,14.751,14.751,14.751,1 1 1
7465,OFERUN_clean,14.7138,14.7138,14.7138,1 1 1
7466,OFESAU_clean,13.343,13.343,14.515,1 1 1
7467,OFESEY_clean,13.414000000000001,13.414000000000001,14.706,1 1 1
7468,OFESIC_clean,13.454,13.454,14.856,1 1 1
7469,OFEZEF_clean,16.795,16.795,16.795,1 1 1
7470,OFEZIJ_clean,16.7372,16.7372,16.7372,1 1 1
7471,OFIWIK_charged,9.0655,16.7679,16.7679,2 1 1
7472,OFIWOQ_charged,8.964,23.545,23.545,2 1 1
7473,OFOCUI_clean,20.2699,27.1642,27.1642,1 1 1
7474,OFODAP_clean,12.8597,15.1207,23.516,1 1 1
7475,OFODET_clean,9.6677,11.3667,22.1056,2 2 1
7476,OFORUX_clean,7.2112,14.4643,15.589004999999998,2 1 1
7477,OFUCAV_clean,9.1602,9.1602,14.894,2 2 1
7478,OFUCEZ_clean,9.0944,9.3809,9.9459,2 2 2
7479,OFUDUQ_clean,5.1953,10.53,14.26,3 2 1
7480,OFUFUR_clean,14.6355,21.0669,16.3476,1 1 1
7481,OFUSAL_clean,8.029,9.8549,14.3776,2 2 1
7482,OFUSEP_clean,9.5475,11.44,13.2092,2 2 1
7483,OFUYUL_clean,12.9256,14.555,16.784000000000002,1 1 1
7484,OFUYUL_SL,18.3847,12.9256,14.555,1 1 1
7485,OGAGAF_clean,9.6299,9.7698,24.5639,2 2 1
7486,OGAGEJ_clean,10.334000000000001,11.5451,28.4469,2 2 1
7487,OGAGIN_clean,9.7714,9.9797,22.9229,2 2 1
7488,OGAQES_clean,4.9865,21.3894,18.9338,3 1 1
7489,OGAXUR_clean,8.3848,17.2343,17.2343,2 1 1
7490,OGEBAF01_clean,18.8028,18.8028,51.883,1 1 1
7491,OGEBAF_clean,18.961,18.961,50.901,1 1 1
7492,OGECOU_clean,8.3065,17.1238,17.1238,2 1 1
7493,OGESOJ_clean,11.7026,11.7026,9.2233,2 2 2
7494,OGIBOV_clean,12.232000000000001,12.267999999999999,16.392,1 1 1
7495,OGIBUD_clean,9.5741,14.5044,13.7329,2 1 1
7496,OGIJIY_clean,10.2001,10.4146,10.7531,2 2 2
7497,OGIKAR_clean,27.8595,27.8595,27.8595,1 1 1
7498,OGIYAF_clean,8.307,8.3825,8.3825,2 2 2
7499,OGIYOT_charged,18.9307,18.9307,20.989,1 1 1
7500,OGIYUZ_charged,19.1147,19.1147,21.1495,1 1 1
7501,OGIYUZ_clean,19.1147,19.1147,21.1495,1 1 1
7502,OGOJAX_clean,31.369,31.369,19.805999999999997,1 1 1
7503,OGOJOJ_charged,15.0699,15.7002,27.248,1 1 1
7504,OGOWAJ_clean,20.1319,20.1319,20.42,1 1 1
7505,OGUJIL_clean,8.2723,20.345,8.6343,2 1 2
7506,OGUPIQ_clean,11.1832,18.5775,21.475,2 1 1
7507,OGURAK_charged,13.177999999999999,13.179,13.8779,1 1 1
7508,OGUZIA_clean,10.18,11.06,14.0137,2 2 1
7509,OHAKEO_clean,8.254,18.006,18.896,2 1 1
7510,OHAKIS_clean,16.72,17.081,18.432000000000002,1 1 1
7511,OHAQAR_clean,28.764,28.764,69.369,1 1 1
7512,OHAQEU_clean,10.754989,10.7551,10.7551,2 2 2
7513,OHATAT_clean,9.9725,10.5369,14.1184,2 2 1
7514,OHAZAZ_clean,7.9626009999999985,12.1331,13.3182,2 1 1
7515,OHEGAJ_clean,16.0857,9.1973,15.4216,1 2 1
7516,OHEMIX_clean,5.459,18.467,11.634,3 1 2
7517,OHIHET_clean,13.9822,13.9822,6.2233,1 1 2
7518,OHIHOD_clean,9.987,13.172,14.29,2 1 1
7519,OHIHUJ_clean,10.158,13.269,14.47,2 1 1
7520,OHOFEW_clean,7.7651,19.3293,19.3293,2 1 1
7521,OHOFIA_clean,7.772,19.311,19.311,2 1 1
7522,OHOLIH_clean,10.673,12.1006,12.1006,2 1 1
7523,OHOMIH_clean,3.4926,9.828,17.185,4 2 1
7524,OHUMEL_clean,48.928000000000004,48.928000000000004,48.928000000000004,1 1 1
7525,OHUMIP_clean,28.8818,27.4017,26.7889,1 1 1
7526,OJAKOA_clean,9.0167,15.1313,16.8284,2 1 1
7527,OJAKUG_clean,8.9532,15.1537,16.465999999999998,2 1 1
7528,OJAZOP_clean,34.1837,34.1837,34.1837,1 1 1
7529,OJICEQ_charged,21.7544,21.7544,21.956,1 1 1
7530,OJICUG_clean,14.056,14.056,18.099,1 1 1
7531,OJIDAN_clean,16.843,31.47,31.47,1 1 1
7532,OJIFAP_clean,22.3092,41.769,7.1646,1 1 2
7533,OJIWAG_clean,15.282,15.436,24.6098,1 1 1
7534,OJIWEK_clean,10.9116,10.9635,22.3452,2 2 1
7535,OJIWIO_clean,11.217,11.526,17.703,2 2 1
7536,OJONOQ_clean,7.2308,17.9845,17.9845,2 1 1
7537,OJORUC_clean,15.954,19.226,16.734,1 1 1
7538,OJOSEN_clean,16.8676,16.8676,18.8186,1 1 1
7539,OJOSIR_clean,18.8605,18.8605,16.6183,1 1 1
7540,OJOZOE_clean,6.1139,8.7718,13.1543,2 2 1
7541,OJUNIS_clean,17.1243,17.1243,9.5607,1 1 2
7542,OJUPEQ_clean,32.4109,19.2358,31.4795,1 1 1
7543,OJUPIU_clean,18.416,18.416,54.0709,1 1 1
7544,OKABAE_clean,18.4456,18.4456,39.5369,1 1 1
7545,OKABEI_clean,18.2056,18.2056,40.6655,1 1 1
7546,OKAYAC_clean,11.6583,5.5671,22.910999999999998,2 3 1
7547,OKAYEG_clean,11.5955,5.5581,22.9548,2 3 1
7548,OKAYIK_clean,11.6667,5.5586,22.935,2 3 1
7549,OKAYOQ_clean,5.1634,10.5518,15.4849,3 2 1
7550,OKAYUW_clean,5.1803,10.6508,15.2914,3 2 1
7551,OKAZAD_clean,5.2195,10.5691,15.3604,3 2 1
7552,OKECIQ01_clean,16.7942,16.7942,16.7942,1 1 1
7553,OKECIQ_clean,16.7942,16.7942,16.7942,1 1 1
7554,OKELIB_clean,11.0031,11.2217,11.6959,2 2 2
7555,OKELOH_clean,23.432,9.5422,18.9958,1 2 1
7556,OKIJUO_charged,9.549,12.140999999999998,26.717,2 1 1
7557,OKIKAV_charged,9.8704,12.1381,26.39,2 1 1
7558,OKIKEZ_charged,10.0613,11.993,26.359,2 2 1
7559,OKILEA_clean,14.2324,15.4777,15.4777,1 1 1
7560,OKILIE_clean,8.7442,16.7659,16.7659,2 1 1
7561,OKILUR_clean,7.7476,18.393,18.753,2 1 1
7562,OKIMAY_clean,8.0098,13.812999999999999,22.125999999999998,2 1 1
7563,OKINIG_clean,9.4778,9.9538,17.692,2 2 1
7564,OKIPOO_clean,18.4905,18.4905,33.5408,1 1 1
7565,OKIPUU_clean,18.9031,18.9031,33.8935,1 1 1
7566,OKIQAB_clean,18.3863,18.3863,33.5859,1 1 1
7567,OKIQEG_clean,18.944000000000003,23.156,14.411,1 1 1
7568,OKITAE_clean,7.1301,9.6227,16.7625,2 2 1
7569,OKITIM01_charged,15.8539,15.8539,21.66,1 1 1
7570,OKITIM01_clean,15.8539,15.8539,21.66,1 1 1
7571,OKITIM02_charged,15.8773,15.8773,21.684,1 1 1
7572,OKITIM02_clean,15.8773,15.8773,21.684,1 1 1
7573,OKITIM_charged,15.825999999999999,15.825999999999999,21.639,1 1 1
7574,OKITIM_clean,15.825999999999999,15.825999999999999,21.639,1 1 1
7575,OKIVAG01_charged,15.8926,15.8926,21.971999999999998,1 1 1
7576,OKIVAG01_clean,15.8926,15.8926,21.971999999999998,1 1 1
7577,OKIVAG_charged,15.937000000000001,15.937000000000001,21.884,1 1 1
7578,OKIVAG_clean,15.937000000000001,15.937000000000001,21.884,1 1 1
7579,OKIVIO01_charged,15.844000000000001,15.844000000000001,21.837,1 1 1
7580,OKIVIO01_clean,15.844000000000001,15.844000000000001,21.837,1 1 1
7581,OKIVIO02_charged,15.8271,15.8271,21.855999999999998,1 1 1
7582,OKIVIO02_clean,15.8271,15.8271,21.855999999999998,1 1 1
7583,OKIVIO_charged,15.8318,15.8318,21.956999999999997,1 1 1
7584,OKIVIO_clean,15.8318,15.8318,21.956999999999997,1 1 1
7585,OKIVUA_clean,15.8792,15.8792,21.594,1 1 1
7586,OKIWEL01_charged,15.877,15.877,21.805999999999997,1 1 1
7587,OKIWEL01_clean,15.877,15.877,21.805999999999997,1 1 1
7588,OKIWEL02_charged,15.8721,15.8721,21.636,1 1 1
7589,OKIWEL02_clean,15.8721,15.8721,21.636,1 1 1
7590,OKIWEL_charged,15.8731,15.8731,21.776,1 1 1
7591,OKIWEL_clean,15.8731,15.8731,21.776,1 1 1
7592,OKIWUB01_charged,15.8633,15.8633,21.76,1 1 1
7593,OKIWUB01_clean,15.8633,15.8633,21.76,1 1 1
7594,OKIWUB02_clean,15.8635,15.8635,21.463,1 1 1
7595,OKIWUB_charged,15.8496,15.8496,21.709,1 1 1
7596,OKIWUB_clean,15.8496,15.8496,21.709,1 1 1
7597,OKIXIQ01_charged,15.8725,15.8725,21.673000000000002,1 1 1
7598,OKIXIQ01_clean,15.8725,15.8725,21.673000000000002,1 1 1
7599,OKIXIQ02_charged,15.8878,15.8878,21.703000000000003,1 1 1
7600,OKIXIQ02_clean,15.8878,15.8878,21.703000000000003,1 1 1
7601,OKIXIQ_charged,15.8832,15.8832,21.7,1 1 1
7602,OKIXIQ_clean,15.8832,15.8832,21.7,1 1 1
7603,OKIYAJ01_clean,15.8809,15.8809,21.81,1 1 1
7604,OKIYAJ_charged,15.88,15.88,21.505,1 1 1
7605,OKIYAJ_clean,15.88,15.88,21.505,1 1 1
7606,OKIYIR01_charged,15.8548,15.8548,21.746,1 1 1
7607,OKIYIR02_charged,15.8029,15.8029,21.845,1 1 1
7608,OKIYIR03_charged,15.8562,15.8562,21.765,1 1 1
7609,OKIYIR03_clean,15.8562,15.8562,21.765,1 1 1
7610,OKIYIR_charged,15.8508,15.8508,21.766,1 1 1
7611,OKIYIR_clean,15.8508,15.8508,21.766,1 1 1
7612,OKIZIT_clean,16.834,16.834,25.705,1 1 1
7613,OKOQOW_clean,12.4591,19.3631,25.259,1 1 1
7614,OKOSUE_clean,36.061,18.233,25.146,1 1 1
7615,OKUJOV_clean,27.75,27.75,27.75,1 1 1
7616,OKUJUB_clean,35.8409,42.7516,50.813,1 1 1
7617,OKUKEM_clean,31.473000000000003,31.473000000000003,62.316,1 1 1
7618,OKUKOW_clean,40.845,42.367,34.547,1 1 1
7619,OKUSUK_clean,46.371,46.371,46.371,1 1 1
7620,OKUTAR_clean,36.1601,36.1601,36.1601,1 1 1
7621,OKUTEV_clean,45.5419,45.5419,45.5419,1 1 1
7622,OLAGIR_clean,9.271,19.781,27.045,2 1 1
7623,OLANAS_clean,19.108,28.704,13.645999999999999,1 1 1
7624,OLANEW_clean,16.413,18.43,24.7,1 1 1
7625,OLANIA_clean,16.28,18.43,23.55,1 1 1
7626,OLAQOI_clean,34.58,34.58,20.76,1 1 1
7627,OLAWUU_clean,24.927,24.927,46.045,1 1 1
7628,OLEKUL_clean,12.874,13.079,16.471,1 1 1
7629,OLEKUM_clean5b,24.7318,24.7318,24.7318,1 1 1
7630,OLEKUM_manual,24.7318,24.7318,24.7318,1 1 1
7631,OLELAS_clean,12.924000000000001,13.137,16.6,1 1 1
7632,OLICIX_clean,38.068000000000005,38.068000000000005,38.068000000000005,1 1 1
7633,OLODEA_clean,25.1117,25.1117,13.2033,1 1 1
7634,OLOGAY_clean,19.2919,19.2919,19.2919,1 1 1
7635,OLOGEC_clean,19.0893,26.951999999999998,27.7891,1 1 1
7636,OLOKEF_clean,6.91,7.388999999999999,8.222999999999999,2 2 2
7637,OLONAG_clean,12.6356,12.6963,22.1755,1 1 1
7638,OLOPEM_clean,26.982,8.033,23.293000000000003,1 2 1
7639,OLOPIQ_clean,27.221,8.104,23.537,1 2 1
7640,OLOPOW_clean,9.5711,12.437999999999999,26.565,2 1 1
7641,OLOYOF_clean,32.27,18.631,23.511999999999997,1 1 1
7642,OLUCAZ_clean,9.0521,15.401,17.141,2 1 1
7643,OLUROC_clean,17.7099,17.7099,32.977,1 1 1
7644,OLURUI01_charged,14.9769,14.9769,14.9769,1 1 1
7645,OLURUI_charged,15.0384,15.0384,15.0384,1 1 1
7646,om701262m-file004_clean,12.4868,13.0255,23.7555,1 1 1
7647,OMAMEU_clean,10.4787,20.0091,14.9594,2 1 1
7648,OMAWOP_clean,8.3562,12.8437,25.59,2 1 1
7649,OMAXEG_clean,8.01,12.177999999999999,14.622,2 1 1
7650,OMEWUZ_clean,7.6285,11.929599,14.341970000000002,2 2 1
7651,OMICOD_clean,18.295,14.540999999999999,18.655,1 1 1
7652,OMIMEE_clean,44.5993,44.5993,44.5993,1 1 1
7653,OMIPAD_clean,8.9575,19.685,25.063000000000002,2 1 1
7654,OMIPEH_clean,44.4742,44.4742,44.4742,1 1 1
7655,OMITUB_clean,44.614,44.614,44.614,1 1 1
7656,OMORUE,12.9021,12.9021,28.909000000000002,1 1 1
7657,OMOVET_clean,18.76,18.76,17.999000000000002,1 1 1
7658,OMOWEU_clean,18.748,18.748,31.892,1 1 1
7659,OMUHUB_clean,23.9063,27.4059,30.320999999999998,1 1 1
7660,OMUMEQ_clean,24.0875,27.8262,30.3154,1 1 1
7661,OMUMIU_clean,24.435,27.255,30.406999999999996,1 1 1
7662,OMUSAS_clean,35.755,35.755,35.755,1 1 1
7663,ONALEV_clean,12.640999999999998,5.1953,21.15,1 3 1
7664,ONAWAC_clean,13.052,17.250999999999998,25.21,1 1 1
7665,ONAWEG01_clean,12.887,17.043,24.799,1 1 1
7666,ONAWEG02_clean,16.9982,12.8924,24.7143,1 1 1
7667,ONAWEG_clean,12.901,17.061,24.719,1 1 1
7668,ONEJUN_clean,21.4551,21.4551,34.1708,1 1 1
7669,ONESUX_clean,41.275,13.1665,24.798000000000002,1 1 1
7670,ONEYIQ_clean,47.515,47.515,47.515,1 1 1
7671,ONEYOW_clean,20.3756,28.3927,28.3927,1 1 1
7672,ONIXOZ_clean,12.8164,22.2866,22.2866,1 1 1
7673,ONODOM_clean,12.8328,16.1439,16.2738,1 1 1
7674,ONUJUE_clean,14.741,14.741,17.135,1 1 1
7675,ONUKAL_clean,11.091,11.091,19.364,2 2 1
7676,ONUQOE_clean,12.235999999999999,27.179000000000002,12.467,1 1 1
7677,OPAGIX_clean,25.865,25.865,6.9110000000000005,1 1 2
7678,OPAHIY_clean,41.586999999999996,17.465,17.9499,1 1 1
7679,OPAMOI_clean,7.0661,9.6778,11.6217,2 2 2
7680,OPAPEB_clean,9.5104,11.515,14.575,2 2 1
7681,OPAPIF_clean,9.4829,11.505,14.582,2 2 1
7682,OPAPOL_clean,9.4642,11.474,14.575,2 2 1
7683,OPAPUR_clean,9.4504,11.458,14.579,2 2 1
7684,OPEGIA_clean,18.675,10.22,13.419,1 2 1
7685,OPEGOG_clean,26.7974,9.8459,18.5441,1 2 1
7686,OPENIH_clean,8.497,9.49,14.135,2 2 1
7687,OPENON_clean,7.686,9.243,12.56,2 2 1
7688,OPENUT_clean,8.007,15.88,29.445,2 1 1
7689,OPIFUQ_clean,41.0051,41.0051,41.0051,1 1 1
7690,OPINIL_clean,9.876,10.3,13.498,2 2 1
7691,OPIPOT_clean,6.5597,7.9129,25.4447,2 2 1
7692,OPIPUZ_clean,6.5634,25.3343,7.84,2 1 2
7693,OPIWEQ_clean,6.9433,7.7302,22.1923,2 2 1
7694,OPIXUI_clean,18.99,34.418,38.393,1 1 1
7695,OPIYAP_clean,18.744,15.6943,21.529,1 1 1
7696,OPOBIF_clean,8.4084,19.1847,19.1847,2 1 1
7697,OPOBOL_clean,7.4959,10.6092,10.8657,2 2 2
7698,OPOCEC_clean,11.6608,39.3981,24.4617,2 1 1
7699,OPOCUS_clean,14.8233,20.5787,18.5579,1 1 1
7700,OPOYUO_clean,8.7713,15.8994,18.1647,2 1 1
7701,OPOZEZ_clean,15.9388,16.1837,28.52,1 1 1
7702,OPUCUY_clean,21.921999999999997,33.73,14.948,1 1 1
7703,OPUDAF_clean,21.888,33.7268,14.937999999999999,1 1 1
7704,OPUDIN_clean,5.5512,9.7858,12.9382,3 2 1
7705,OPUDOT_clean,10.23,11.059000000000001,13.818,2 2 1
7706,OPURIB01_clean,4.88,13.11,13.2899,3 1 1
7707,OPURIB_clean,4.873,13.133,13.2997,3 1 1
7708,OQANIE_clean,11.927999999999999,18.253,18.66,2 1 1
7709,OQEPEG_clean,11.2644,12.7025,13.2365,2 1 1
