STRUCTURE_NAME,Volume [nm^3],x_box [A],y_box [A],z_box [A],UnitCell,unit vector a,unit vector b,unit vector c,Framework Mass [g/mol],Framework Density [kg/m^3]
ADAXEK_clean,0.8336469237591121,6.84073,9.82280,11.84190,4 3 3,7.166800620000 0.763084656533 3.583400918751,0.000000000000 9.822804004089 0.000000359395,0.000000000000 0.000000000000 11.841898948036,634.280031073137,1263.420430356918
ADAXIO_clean,3.2898343311244638,13.98783,17.17700,10.52859,2 2 3,18.191000000000 0.000000000000 -8.753736928056,0.000000000000 17.177000000000 0.000000000000,0.000000000000 0.000000000000 10.528588180966,2537.120124292555,1280.607409579146
ADEGIA01_clean,0.836631504299683,8.14932,9.20438,9.74580,3 3 3,8.600600000000 1.965494720158 3.474725968449,0.000000000000 9.981320529120 4.087945811672,0.000000000000 0.000000000000 9.745799273791,806.850054125542,1601.428770785140
ADEGIA_clean,0.839092332926843,8.15070,9.19738,9.79011,3 3 3,8.606600200000 1.993505266619 3.493371131747,0.000000000000 9.958427263601 4.064248415101,0.000000000000 0.000000000000 9.790105410884,806.850054125542,1596.732217606350
ADIQEL_clean,0.953187679315748,8.16620,10.49200,11.07780,3 3 3,8.200999850000 0.000000000000 -1.023756404713,0.000000000000 10.492000000000 0.000000000000,0.000000000000 0.000000000000 11.077795260060,710.422569054253,1237.620055157044
ADOBAX,4.446679700495999,14.91600,17.26600,17.26600,2 2 2,14.916000000000 0.000000000000 0.000000000000,0.000000000000 17.266000000000 0.000000000000,0.000000000000 0.000000000000 17.266000000000,4386.214246161390,1637.958906422928
ADOBAX_charged,4.446679700495999,14.91600,17.26600,17.26600,2 2 2,14.916000000000 0.000000000000 0.000000000000,0.000000000000 17.266000000000 0.000000000000,0.000000000000 0.000000000000 17.266000000000,4386.214121317756,1637.958859802145
ADOBEB_charged,4.446679700495999,14.91600,17.26600,17.26600,2 2 2,14.916000000000 0.000000000000 0.000000000000,0.000000000000 17.266000000000 0.000000000000,0.000000000000 0.000000000000 17.266000000000,4386.214121317756,1637.958859802145
ADOBIF_clean,4.259507206499999,17.06600,17.06600,14.62500,2 2 2,17.066000000000 0.000000000000 0.000000000000,0.000000000000 17.066000000000 0.000000000000,0.000000000000 0.000000000000 14.625000000000,4075.298366927296,1588.726214828477
ADOBOL_charged,4.259507206499999,14.62500,17.06600,17.06600,2 2 2,14.625000000000 0.000000000000 0.000000000000,0.000000000000 17.066000000000 0.000000000000,0.000000000000 0.000000000000 17.066000000000,4402.194720917756,1716.164443972930
ADOBOL_clean,4.259507206499999,14.62500,17.06600,17.06600,2 2 2,14.625000000000 0.000000000000 0.000000000000,0.000000000000 17.066000000000 0.000000000000,0.000000000000 0.000000000000 17.066000000000,4402.194845761390,1716.164492642337
ADOBUR_charged,4.265549174346047,14.65330,17.06160,17.06160,2 2 2,14.653300000000 0.000000000000 0.000000000000,0.000000000000 17.061600000000 0.000000000000,0.000000000000 0.000000000000 17.061600000000,4368.326278451180,1700.548899995845
ADOCAY_charged,4.265549174346047,14.65330,17.06160,17.06160,2 2 2,14.653300000000 0.000000000000 0.000000000000,0.000000000000 17.061600000000 0.000000000000,0.000000000000 0.000000000000 17.061600000000,4368.326278451180,1700.548899995845
ADOCEC_clean,4.267906427691,17.09100,17.09100,14.61100,2 2 2,17.091000000000 0.000000000000 0.000000000000,0.000000000000 17.091000000000 0.000000000000,0.000000000000 0.000000000000 14.611000000000,3946.343753760043,1535.426500812338
ADOCIG_charged,4.267906427691001,14.61100,17.09100,17.09100,2 2 2,14.611000000000 0.000000000000 0.000000000000,0.000000000000 17.091000000000 0.000000000000,0.000000000000 0.000000000000 17.091000000000,4490.136527952879,1747.003060925836
ADODAA_charged,6.865583380620656,17.41881,17.41881,17.41881,2 2 2,21.333600000000 10.666800000000 10.666800000000,0.000000000000 18.475439554176 6.158479851392,0.000000000000 0.000000000000 17.418811458880,4294.805185930660,1038.759554662437
ADODII_clean,1.7015816941022581,7.20443,13.89135,16.03957,4 2 2,7.393300000000 0.000000000000 -3.696707398107,0.000000000000 14.349000000000 -4.150977353916,0.000000000000 0.000000000000 16.039574388993,1246.675498368720,1216.605086824899
ADODOO_clean,1.640988779872401,6.93734,14.07968,15.87558,4 2 2,7.109100000000 0.000000000000 -3.554501132526,0.000000000000 14.539900000000 -4.092134377247,0.000000000000 0.000000000000 15.875578827162,1272.793331351440,1287.956775660015
ADODUU_clean,1.623925333099006,6.89660,14.06994,15.82012,4 2 2,7.066500000000 0.000000000000 -3.533137961764,0.000000000000 14.526200000000 -4.061407699140,0.000000000000 0.000000000000 15.820116385618,1286.715284003060,1315.725862389770
ADOGEH_clean,18.261258464877056,26.33360,26.33360,26.33360,1 1 1,26.333600000000 0.000000000000 0.000000000000,0.000000000000 26.333600000000 0.000000000000,0.000000000000 0.000000000000 26.333600000000,11216.118036869184,1019.907713342683
ADUROI_clean,92.80766728782953,41.49419,41.49419,41.49419,1 1 1,50.819800000000 25.409900000000 25.409900000000,0.000000000000 44.011237815244 14.670412605081,0.000000000000 0.000000000000 41.494192943431,22500.189644107566,402.579197973888
ADUWIH_clean,10.752886517248,22.07200,22.07200,22.07200,2 2 2,22.072000000000 0.000000000000 0.000000000000,0.000000000000 22.072000000000 0.000000000000,0.000000000000 0.000000000000 22.072000000000,4676.324314071317,722.151917976376
ADUWON_clean,27.037817642744,30.01400,30.01400,30.01400,1 1 1,30.014000000000 0.000000000000 0.000000000000,0.000000000000 30.014000000000 0.000000000000,0.000000000000 0.000000000000 30.014000000000,8487.159372780414,521.242394802523
AFEDIA_clean,1.47064510053202,10.03392,10.65897,13.25759,3 3 2,10.234700000000 0.695954219598 2.682731930986,0.000000000000 10.838478876864 2.443339173741,0.000000000000 0.000000000000 13.257585229163,1513.441083743026,1708.860641669211
AFEJOK_ion_b,1.882850665051446,12.59369,12.59369,11.08530,2 2 3,13.477900000000 4.778948526768 -0.590589803884,0.000000000000 12.602199783709 -0.407667878049,0.000000000000 0.000000000000 11.085295793742,1248.726705996943,1101.287049942160
AFEKAX_clean,0.98262796796055,11.04490,11.04490,8.05500,3 3 3,11.044900000000 0.000000000000 0.000000000000,0.000000000000 11.044900000000 0.000000000000,0.000000000000 0.000000000000 8.055000000000,584.213448987433,987.259764982223
AFENEE_clean,1.9899832188,11.54000,11.54000,14.94300,3 3 2,11.540000000000 0.000000000000 0.000000000000,0.000000000000 11.540000000000 0.000000000000,0.000000000000 0.000000000000 14.943000000000,1496.838686440614,1249.034958186552
AFIPAH_clean,1.07269428807562,7.93922,7.93921,14.14800,4 4 2,9.166400000000 -3.950423985395 2.607906863513,0.000000000000 8.271459320798 4.135686512397,0.000000000000 0.000000000000 14.147999146961,1187.885778148907,1838.856009081228
AFITEP_clean,1.508885185015185,6.03512,14.25280,16.94044,4 2 2,6.175100000000 -3.087510199392 0.000000000000,0.000000000000 14.424055650498 -2.634020656862,0.000000000000 0.000000000000 16.940444834160,971.651879196674,1069.309706476511
AFITIT_clean,4.269847898503841,14.00603,17.17153,17.17153,2 2 2,14.033399800000 -0.680170888041 -0.680170230932,0.000000000000 17.719050343230 -4.370720648720,0.000000000000 0.000000000000 17.171532834252,2614.722172177394,1016.862316812903
AFITUF_clean,8.518438956299203,14.05562,21.41040,28.25180,2 2 1,14.082800000000 -1.332022710259 0.000000000000,0.000000000000 21.410404917688 0.000000000000,0.000000000000 0.000000000000 28.251800000000,6786.299619852335,1322.884790006029
AFIXAO_clean,5.713778964663608,9.45260,24.32754,24.83367,3 1 1,9.452600000000 0.000000000000 0.000000000000,0.000000000000 24.340600070000 -0.813837602185,0.000000000000 0.000000000000 24.833668221938,3861.441355024175,1122.212278533483
AFIXES_clean,5.6959621500015585,9.51820,24.24260,24.68154,3 1 1,9.518200000000 0.000000000000 0.000000000000,0.000000000000 24.246000000000 -0.413581793011,0.000000000000 0.000000000000 24.681535104213,3861.441355024175,1125.722528014004
AFOQUI_clean,2.0763973500742607,8.84057,12.23886,17.20250,3 2 2,9.862299610000 4.931107755663 4.931112231477,0.000000000000 12.238855004140 -0.000027653555,0.000000000000 0.000000000000 17.202496744653,2027.014483955285,1621.046207802012
AFOTOF_clean,1.583539118213385,8.21018,12.64208,12.97145,3 2 2,8.655000000000 0.000000000000 -4.327367511677,0.000000000000 14.105000000000 -6.418289750527,0.000000000000 0.000000000000 12.971453213004,1024.563085831551,1074.382478097222
AFOTUL_clean,1.600485050139466,8.24009,12.70222,13.00483,3 2 2,8.687599870000 0.000000781289 -4.343804713095,0.000000000000 14.166000130000 -6.420704193582,0.000000000000 0.000000000000 13.004826729834,1021.367041935531,1059.690952552516
AFOVAT_clean,1.5930233608485138,8.34212,13.04836,12.58315,3 2 2,8.841999560000 0.000000294878 -4.420886738731,0.000000000000 14.318000470000 -5.684379165263,0.000000000000 0.000000000000 12.583147378491,998.445252848832,1040.761265409882
AFOVEX_clean,1.62611405606059,8.32464,12.79863,12.97727,3 2 2,8.789000000000 0.000000000000 -4.394548380528,0.000000000000 14.257000000000 -6.369167472444,0.000000000000 0.000000000000 12.977271472816,1000.865797311012,1022.054025355200
AFOVIB_clean,1.5700462813719889,8.18037,12.59969,12.94595,3 2 2,8.621999800000 -0.000000132569 -4.310965228198,0.000000000000 14.066000200000 -6.424852108430,0.000000000000 0.000000000000 12.945947065629,1035.138589314051,1094.800666369641
AFOVOH_clean,1.5986874256227959,8.26516,12.74099,12.92564,3 2 2,8.723000030000 0.000000002475 -4.361431051278,0.000000000000 14.178999900000 -6.312012141725,0.000000000000 0.000000000000 12.925640883609,1009.106607627572,1048.147733257368
AFOYAW_clean,2.290642166315357,12.89811,13.06750,12.80771,2 2 2,13.342700000000 -0.111595794551 -3.365624537118,0.000000000000 13.404235467517 -2.926257539333,0.000000000000 0.000000000000 12.807709876814,1349.254371638469,978.105253298694
AFOYEB_clean,2.077038943552,18.96800,18.96800,5.77300,2 2 5,18.968000000000 0.000000000000 0.000000000000,0.000000000000 18.968000000000 0.000000000000,0.000000000000 0.000000000000 5.773000000000,2104.196902505711,1682.250810029343
AFOYIE_clean,2.4041026804921564,7.14420,19.43870,17.31140,4 2 2,7.144200000000 0.000000000000 0.000000000000,0.000000000000 19.438700000000 0.000000000000,0.000000000000 0.000000000000 17.311400000000,1103.028576006731,761.873310154082
AFOYOK_clean,2.50804044164639,7.38940,12.91097,25.18920,4 2 1,7.711900000000 -3.855856999802 0.000000000000,0.000000000000 12.910966997507 0.000000000000,0.000000000000 0.000000000000 25.189200000000,1479.308598672028,979.429667908686
AFUKAP_clean,4.653420510619204,15.38516,16.40301,16.40305,2 2 2,16.386000000000 5.155140273618 -5.155019405246,0.000000000000 17.313100913739 -5.539387036496,0.000000000000 0.000000000000 16.403045469712,2687.827553700886,959.131403121087
AFUKET_clean,9.301418612566499,10.17358,23.56898,37.51002,3 2 1,10.521100000000 5.260474035928 5.260540641728,0.000000000000 23.568979276314 0.000010419245,0.000000000000 0.000000000000 37.510017549538,5375.655107401791,959.690543898903
AFUKIX_clean,11.390043947583942,15.03583,24.25378,29.49062,2 1 1,15.326900000000 3.499819132159 5.304599972664,0.000000000000 25.199222909689 8.314184798753,0.000000000000 0.000000000000 29.490621666255,5379.597420888380,784.284054798361
AFUPEX_clean,1.801624921805274,10.62352,10.72680,15.55000,3 3 2,10.801000000000 -1.968929000131 0.000000000000,0.000000000000 10.726795999330 0.000000000000,0.000000000000 0.000000000000 15.550000000000,1504.204352781401,1386.409318866391
AGABIU_clean,4.467790725932428,16.11240,16.11240,14.90400,2 2 2,18.605000000000 -9.302500000000 0.000000000000,0.000000000000 16.112402637409 0.000000000000,0.000000000000 0.000000000000 14.904000000000,1741.116801722876,647.118912759399
AGARUW_clean,2.42146591146,8.52100,15.38000,18.47700,3 2 2,8.521000000000 0.000000000000 0.000000000000,0.000000000000 15.380000000000 0.000000000000,0.000000000000 0.000000000000 18.477000000000,2583.924131565344,1771.945690856703
AGAXOV_clean,3.4998738060137247,10.85860,17.32460,17.63226,3 2 2,11.031799610000 -1.639370030982 -2.272803344783,0.000000000000 17.992770797547 -4.944048074758,0.000000000000 0.000000000000 17.632259680212,1869.509948510608,887.001601073180
AGAYIQ_clean,4.1267309585587935,10.43744,18.78100,20.57966,3 2 2,10.677000000000 0.000000000000 -4.434443383583,0.000000000000 18.781000000000 0.000000000000,0.000000000000 0.000000000000 20.579660246899,5339.849420529962,2148.680601348086
AGAYOW_clean,10.762630352716718,27.96833,21.29720,17.23347,1 2 2,29.324000000000 0.000000000000 -5.430385225072,0.000000000000 21.297200000000 0.000000000000,0.000000000000 0.000000000000 17.233468883174,10948.496202100941,1689.215493528038
AGESIP_clean,0.659382460179156,5.61389,9.10236,12.83570,5 3 2,5.643700000000 -0.939352999573 0.000000000000,0.000000000000 9.102357998057 0.000000000000,0.000000000000 0.000000000000 12.835700000000,897.467874298425,2260.114957946828
AGIMOU_clean,1.1357255592665632,9.33246,9.35826,13.00090,3 3 2,9.334800000000 -0.209427081904 0.000000000000,0.000000000000 9.358256924095 0.000000000000,0.000000000000 0.000000000000 13.000900000000,1143.921088621664,1672.521369681501
AGIREP_clean,12.830979479346947,18.05450,24.38591,24.38591,2 1 1,19.739000000000 9.869521456472 9.869521456472,0.000000000000 26.656045214364 10.764394723846,0.000000000000 0.000000000000 24.385908896317,7715.149360424792,998.466587529648
AGOFEJ_clean,24.480146458331326,17.71775,36.58900,34.44294,2 1 1,19.425100000000 0.000000000000 -15.480715898752,0.000000000000 36.589000000000 0.000000000000,0.000000000000 0.000000000000 34.442939468955,8604.585378537453,583.666738789406
AGONAM_clean,1.679562220159033,7.76355,11.12800,19.07985,4 3 2,7.910500000000 0.000000000000 -3.729833171697,0.000000000000 11.128000000000 0.000000000000,0.000000000000 0.000000000000 19.079853917452,1454.151891387585,1437.681498903975
AGONEQ_clean,2.224388946807456,12.90120,14.58160,11.82430,2 2 3,12.901200000000 0.000000000000 0.000000000000,0.000000000000 14.581600000000 0.000000000000,0.000000000000 0.000000000000 11.824300000000,1450.120128372001,1082.535783596858
AGOVOJ_clean,24.302443673084177,29.05050,29.05050,28.79670,1 1 1,29.050500000000 0.000000000000 0.000000000000,0.000000000000 29.050500000000 0.000000000000,0.000000000000 0.000000000000 28.796700000000,9015.779265182427,616.030668470032
AGUBUA_clean,2.087096619348,10.08900,14.78900,13.98800,3 2 2,10.089000000000 0.000000000000 0.000000000000,0.000000000000 14.789000000000 0.000000000000,0.000000000000 0.000000000000 13.988000000000,2304.309978709223,1833.358323011892
AGUTUS_clean,1.6375681850738348,10.62496,12.03610,12.79527,3 2 2,10.633200000000 0.000000000000 -0.504069713578,0.000000000000 12.036100000000 0.000000000000,0.000000000000 0.000000000000 12.795274938971,1343.103565916105,1361.943585327705
AGUVOO_charged,10.062789861380704,17.42590,21.52090,26.83260,2 2 1,17.425900000000 0.000000000000 0.000000000000,0.000000000000 21.520900000000 0.000000000000,0.000000000000 0.000000000000 26.832600000000,7057.024042879185,1164.534078522426
AGUWUV_clean,0.7911503746456869,7.78596,7.92312,11.31726,4 4 3,8.193300010000 -2.404870413817 -0.616737877414,0.000000000000 8.532158850139 -4.521903915535,0.000000000000 0.000000000000 11.317258820458,720.433976612587,1512.112686219878
AHAMAY_clean,1.387489285071078,9.72477,10.53924,12.80879,3 3 2,10.249200000000 -3.298134488802 -1.181409461413,0.000000000000 10.568946752339 -0.962320635373,0.000000000000 0.000000000000 12.808785714861,1880.163518340448,2250.168248764945
AHEBAS_clean,5.022317709324584,20.62302,12.48710,19.34316,2 2 2,20.792900000000 0.000000000000 -2.487868302906,0.000000000000 12.487100000000 0.000000000000,0.000000000000 0.000000000000 19.343164621059,3829.211150867970,1266.059571857614
AHEQAH_clean,5.882140794595,21.40300,34.25500,8.02300,2 1 3,21.403000000000 0.000000000000 0.000000000000,0.000000000000 34.255000000000 0.000000000000,0.000000000000 0.000000000000 8.023000000000,2689.600590257788,759.278993055244
AHINIP_clean,3.0447610636719427,10.40394,12.88705,22.30600,3 2 2,10.592000000000 -2.461367000007 0.000000000000,0.000000000000 12.887051001376 0.000000000000,0.000000000000 0.000000000000 22.306000000000,2303.814527112291,1256.444483310006
AHIYOH_clean,8.3762718330564,19.71900,15.66420,27.11800,2 2 1,19.719000000000 0.000000000000 0.000000000000,0.000000000000 15.664200000000 0.000000000000,0.000000000000 0.000000000000 27.118000000000,7190.420510147146,1425.451794839493
AHIYUN_clean,7.998157840839184,19.85092,16.33600,24.15408,2 2 1,20.270000000000 0.000000000000 -4.989321013888,0.000000000000 16.336000000000 0.000000000000,0.000000000000 0.000000000000 24.154079817297,9141.838486021712,1897.984153543067
AHOBEG_clean,1.796655813128276,10.50604,11.78806,13.35990,3 3 2,10.553000000000 -1.078830355608 -0.101082414229,0.000000000000 12.743415792629 -5.486637907189,0.000000000000 0.000000000000 13.359896549784,1430.665981736166,1322.276782404904
AHOJUC_clean,0.6770456459169281,7.92944,8.81700,8.30776,4 3 3,9.243000000000 0.000000000000 -4.976033744767,0.000000000000 8.817000000000 0.000000000000,0.000000000000 0.000000000000 8.307764089750,835.541681281131,2049.269983379286
