x y z dist_to_nearest atom_1 atom_2 atom_3 atom_4
4.29272 6.94068 6.46466 1.59674 23 32 87 24
1.27458 0.789245 15.9249 1.59674 59 7 16 8
4.05823 -1.01576 17.6594 1.59674 16 8 45 15
0.934761 7.78181 13.9774 1.59717 70 21 65 9
3.71841 3.81307 19.6069 1.59717 17 29 79 84
1.84889 3.91685 2.7826 1.59717 51 56 13 33
4.63254 -0.0518875 8.41216 1.59717 37 25 5 42
0.274554 0.0745388 3.13103 1.59986 107 19 116 114
3.0582 3.79042 8.06373 1.59986 101 108 110 11
5.29275 7.65538 19.2585 1.59986 35 119 102 104
2.5091 3.9395 14.3258 1.59986 27 98 96 113
1.00481 3.88036 15.1823 1.60308 98 106 65 109
4.56249 3.84957 7.20721 1.60308 37 97 110 118
3.78846 7.71453 18.402 1.60308 100 79 115 104
1.77884 0.0153961 3.98755 1.60308 51 103 116 112
0.158485 8.93922 1.8431 1.60732 28 116 30 31
5.40882 -1.2093 20.5464 1.60732 12 14 15 104
2.62517 0.982782 13.0379 1.60732 6 98 7 4
2.94213 6.74714 9.35167 1.60732 23 110 20 22
1.80896 0.00105215 4.00315 1.60743 103 116 111 112
4.59261 3.86391 7.19161 1.60743 97 110 117 118
3.75834 7.72887 18.3864 1.60743 99 100 115 104
0.974689 3.86601 15.1979 1.60743 98 105 106 109
1.54451 8.72606 4.67641 1.61147 82 31 32 24
1.23914 0.769622 15.8712 1.61147 7 16 8 40
4.32816 6.9603 6.51835 1.61147 23 32 24 68
4.02279 -0.996137 17.7131 1.61147 16 8 54 15
1.58625 8.97869 4.69434 1.61358 31 64 76 24
4.3699 6.70767 6.50043 1.61358 90 23 32 78
3.98105 -1.24877 17.6952 1.61358 8 36 48 15
1.1974 1.02225 15.8891 1.61358 50 7 16 62
4.51268 4.39872 10.5907 1.61766 110 22 66 75
3.83827 -3.55772 21.7855 1.61766 61 14 52 104
1.05462 3.33121 11.7988 1.61766 47 6 38 98
1.72903 11.2876 0.604037 1.61766 116 30 80 89
4.98358 8.8638 1.79416 1.61866 30 31 81 86
3.36737 0.907361 12.9889 1.61866 6 7 39 44
2.19993 6.82257 9.40061 1.61866 23 67 72 22
0.583717 -1.13388 20.5954 1.61866 14 15 53 58
1.11376 3.54402 11.9117 1.61927 6 71 77 98
1.66989 11.5005 0.716965 1.61927 63 116 30 57
4.45354 4.1859 10.4778 1.61927 110 43 49 22
3.89741 -3.77053 21.6726 1.61927 85 91 14 104
3.14235 7.91879 1.1437 1.62237 28 82 80 89
0.358701 7.76757 10.0511 1.62237 20 68 66 75
5.2086 -0.0376487 12.3385 1.62237 47 38 4 40
2.42495 -0.188865 21.2458 1.62237 61 12 54 52
0.789598 3.6133 10.1786 1.62457 108 11 66 71
1.99405 7.47826 21.3734 1.62457 35 52 57 102
3.57325 0.251662 1.01617 1.62457 19 80 85 114
4.7777 4.11662 12.2109 1.62457 38 43 27 96
4.54914 8.42723 14.4184 1.62494 21 9 36 48
1.01816 -0.697306 7.97116 1.62494 64 76 25 5
1.76549 3.16765 19.1659 1.62494 50 62 17 29
3.80181 4.56227 3.2236 1.62494 13 33 90 78
5.28066 7.77576 18.9313 1.63127 100 119 102 104
2.49701 3.81912 14.653 1.63127 98 106 96 113
3.07029 3.9108 7.73656 1.63127 101 108 110 118
0.286643 -0.0458373 3.4582 1.63127 107 116 114 112
4.51366 6.38756 6.85348 1.63132 23 67 78 110
3.83729 -1.56888 18.0482 1.63132 36 15 53 104
1.05364 1.34236 15.5361 1.63132 50 98 7 39
1.73001 9.2988 4.34129 1.63132 116 31 81 64
1.97547 7.92782 14.8631 1.63283 65 113 9 99
3.59183 -0.197902 7.52639 1.63283 37 101 111 25
4.75912 3.66706 18.7211 1.63283 105 17 79 119
0.80818 4.06286 3.66838 1.63283 51 107 33 117
2.29277 7.49071 22.1871 1.64327 80 89 52 57
5.07642 4.10417 11.3972 1.64327 38 43 66 75
0.490878 3.62575 10.9923 1.64327 47 38 66 71
3.27453 0.239212 0.202423 1.64327 61 80 85 52
1.79481 9.09436 4.53832 1.64538 82 81 64 24
3.77249 -1.36443 17.8512 1.64538 8 36 54 53
0.98884 1.13792 15.7331 1.64538 50 16 39 40
4.57846 6.59201 6.65644 1.64538 32 67 78 68
1.72789 9.15928 4.44277 1.6526 82 31 81 64
1.05576 1.20284 15.6375 1.6526 50 7 39 40
3.83941 -1.42936 17.9468 1.6526 36 54 15 53
4.51154 6.52708 6.75199 1.6526 23 67 78 68
1.68734 9.02747 4.57202 1.65912 82 31 64 24
4.47099 6.65889 6.62275 1.65912 23 32 78 68
1.09631 1.07104 15.7668 1.65912 50 7 16 40
3.87996 -1.29755 17.8175 1.65912 8 36 54 15
4.57244 -0.23845 8.78759 1.66437 25 5 41 42
1.78879 4.10341 2.40718 1.66437 56 13 55 33
0.994858 7.96837 13.6019 1.66437 70 21 69 9
3.77851 3.62651 19.9824 1.66437 17 29 83 84
1.03817 3.42549 11.7218 1.66948 47 6 38 71
1.74548 11.3819 0.527066 1.66948 30 80 89 57
4.52913 4.30443 10.6677 1.66948 43 22 66 75
3.82182 -3.65201 21.8625 1.66948 61 85 14 52
3.60948 -3.88104 21.6222 1.67279 85 91 52 104
1.95782 11.611 0.767289 1.67279 63 116 80 57
0.825835 3.65452 11.9621 1.67279 38 71 77 98
4.74147 4.0754 10.4275 1.67279 110 43 49 66
1.75394 11.4103 0.603173 1.67678 116 30 80 57
1.02971 3.45387 11.7979 1.67678 6 38 71 98
3.81336 -3.68038 21.7864 1.67678 85 14 52 104
4.53759 4.27606 10.5916 1.67678 110 43 22 66
4.86063 4.20489 12.0686 1.69061 38 43 27 75
2.07698 7.38999 21.5157 1.69061 35 89 52 57
3.49032 0.339933 0.873878 1.69061 19 61 80 85
0.70667 3.52503 10.3209 1.69061 11 47 66 71
1.08835 -0.944178 8.34741 1.69118 76 25 74 5
3.872 4.80914 2.84736 1.69118 13 33 88 90
1.6953 2.92078 19.5422 1.69118 62 17 60 29
4.47895 8.6741 14.0421 1.69118 21 9 46 48
0.64304 3.48985 10.1762 1.70063 108 11 41 47
3.42669 0.37511 1.01853 1.70063 19 55 61 114
4.92426 4.24007 12.2133 1.70063 27 69 75 96
2.14061 7.35481 21.371 1.70063 35 83 89 102
2.15764 7.00496 9.59553 1.71176 67 22 66 71
0.62601 -0.951487 20.7903 1.71176 14 52 53 57
4.94129 8.68141 1.59923 1.71176 30 80 81 85
3.40966 0.724973 12.794 1.71176 6 38 43 39
3.36502 0.349236 1.0072 1.71224 55 61 80 114
4.98593 4.2142 12.202 1.71224 38 69 75 96
2.20228 7.38069 21.3823 1.71224 83 89 52 102
0.581373 3.51573 10.1876 1.71224 108 41 47 66
0.64601 3.51356 10.2026 1.71253 108 11 47 66
2.13764 7.37852 21.3974 1.71253 35 89 52 102
4.92129 4.21636 12.1869 1.71253 38 27 75 96
3.42966 0.3514 0.992169 1.71253 19 61 80 114
2.40425 0.0878957 1.15672 1.71469 56 116 80 95
3.16305 7.64203 21.2328 1.71469 84 52 93 104
0.379398 3.95286 12.3515 1.71469 38 70 98 92
5.1879 3.77707 10.038 1.71469 94 110 42 66
0.40885 3.94916 12.3224 1.71901 38 70 77 98
5.15845 3.78076 10.0671 1.71901 110 42 49 66
2.3748 0.0841989 1.12762 1.71901 56 63 116 80
3.1925 7.64572 21.2619 1.71901 84 91 52 104
2.72512 0.214895 1.21803 1.7226 56 80 95 114
5.50877 3.65007 9.97674 1.7226 94 108 42 66
0.058535 4.07986 12.4128 1.7226 38 70 92 96
2.84218 7.51503 21.1715 1.7226 84 52 93 102
2.75579 0.234997 1.20042 1.72828 56 55 80 114
2.81151 7.49493 21.1891 1.72828 83 84 52 102
5.53944 3.62996 9.99434 1.72828 108 41 42 66
0.0278582 4.09996 12.3952 1.72828 38 70 69 96
0.134702 4.1502 12.0596 1.75873 38 66 69 75
2.64895 0.285235 0.864804 1.75873 55 61 80 52
2.91835 7.44469 21.5247 1.75873 80 83 89 52
5.4326 3.57973 10.33 1.75873 41 47 38 66
5.30672 3.6262 10.3429 1.75945 38 42 43 49
0.247609 4.11274 12.0591 1.75945 38 66 70 71
3.04422 7.49116 21.5376 1.75945 80 85 84 91
2.53604 0.247775 0.86431 1.75945 56 63 80 52
2.61172 0.277986 0.878022 1.76544 56 55 80 52
2.95558 7.45194 21.5115 1.76544 80 83 84 52
0.171926 4.14295 12.0728 1.76544 38 66 70 69
5.39537 3.58698 10.3167 1.76544 41 38 42 66
3.97687 0.224535 10.8142 1.81794 47 38 43 49
1.59044 7.5054 11.5753 1.81794 66 71 77 75
4.37409 4.08949 22.009 1.81795 80 85 89 91
1.19321 3.64044 0.380516 1.81795 63 61 52 57
2.54764 7.12474 9.54678 1.81798 23 72 20 22
3.01966 0.605181 12.8428 1.81798 6 7 44 4
5.33129 8.56162 1.64799 1.81798 28 30 31 86
0.236012 -0.831696 20.7415 1.81798 12 14 15 58
5.07572 8.50707 1.55185 1.8446 30 81 85 86
0.491586 -0.777146 20.8377 1.8446 14 53 57 58
2.29206 7.1793 9.64292 1.8446 67 72 22 71
3.27524 0.550631 12.7466 1.8446 6 43 39 44
2.25411 -0.355478 8.02253 1.87298 101 64 111 5
5.03776 4.22044 3.17224 1.87299 107 13 78 117
3.31318 8.08541 14.367 1.87299 21 113 36 99
0.529535 3.50948 19.2173 1.87299 50 105 29 119
3.08825 0.422566 12.6166 1.92419 10 6 43 4
5.26269 8.379 1.42179 1.92419 28 34 30 85
0.304605 -0.649081 20.9677 1.92419 12 14 57 18
2.47904 7.30736 9.77297 1.92419 20 22 71 26
3.1474 0.422579 12.6804 1.94127 6 43 44 4
0.363753 -0.649094 20.9039 1.94128 12 14 57 58
2.4199 7.30735 9.70913 1.94128 72 20 22 71
5.20355 8.37902 1.48563 1.94128 28 30 85 86
5.12339 8.22956 1.40689 2.01208 28 81 85 86
3.22756 0.273121 12.6017 2.01208 43 39 44 4
0.443915 -0.499636 20.9826 2.01208 12 53 57 58
2.33974 7.4568 9.78787 2.01208 67 72 20 71
2.87014 -2.12114 13.6332 2.09018 4 9 45 48
5.48081 5.8353 2.43846 2.09018 28 33 90 87
0.0864891 1.89462 19.9511 2.09018 59 62 12 17
2.69716 9.85106 8.7563 2.09018 73 76 20 25
5.11906 3.49206 19.8943 2.09272 17 79 84 119
0.448237 4.23787 2.4952 2.09272 51 56 107 33
3.23189 -0.372904 8.69957 2.09272 37 101 25 42
2.33541 8.10283 13.69 2.09272 70 65 113 9
2.40366 -0.770065 8.34896 2.12464 64 76 111 5
5.18732 4.63503 2.8458 2.12464 13 90 78 117
0.379982 3.0949 19.5437 2.12465 50 105 62 29
3.16363 8.49999 14.0406 2.12465 21 36 48 99
3.31189 0.0262861 12.4198 2.1411 38 43 39 4
0.528235 -0.252803 21.1645 2.1411 12 52 53 57
2.25542 7.70363 9.96978 2.1411 67 20 66 71
5.03907 7.98273 1.22499 2.1411 28 80 81 85
5.03653 7.93346 1.17326 2.16736 28 34 80 85
2.25288 7.7529 10.0215 2.16736 20 66 71 26
0.530774 -0.203533 21.2163 2.16737 12 52 57 18
3.31442 -0.0229833 12.368 2.16737 10 38 43 4
2.87043 8.39401 13.9319 2.22875 21 113 9 99
0.0867834 3.20087 19.6524 2.22875 105 17 29 119
2.69687 -0.664089 8.45764 2.22875 101 111 25 5
5.48052 4.52905 2.73713 2.22875 107 13 33 117
0.199235 3.0169 19.6936 2.2628 105 62 17 29
2.98289 8.57798 13.8907 2.2628 21 9 48 99
2.58441 -0.848057 8.49884 2.2628 76 111 25 5
5.36807 4.71302 2.69593 2.2628 13 33 90 117
2.63664 8.0894 12.4972 2.27573 70 77 21 26
2.93066 -0.359473 9.89231 2.27573 5 10 42 49
0.14701 4.22443 1.30246 2.27573 56 63 13 18
5.42029 3.50549 21.0871 2.27573 34 29 84 91
2.98852 -0.500493 8.90041 2.29091 101 25 5 42
0.20487 4.36546 2.29435 2.29091 56 107 13 33
2.57878 8.23042 13.4891 2.29091 70 21 113 9
5.36243 3.36447 20.0952 2.29091 17 29 84 119
4.77424 6.61891 1.70114 2.36742 28 81 86 87
1.99059 9.06746 9.49363 2.36743 67 72 73 20
3.57671 -1.33753 12.8959 2.36743 39 44 4 45
0.793056 1.11102 20.6884 2.36743 59 12 53 58
0.81104 1.16533 20.7242 2.4162 59 12 54 53
4.75626 6.56459 1.6653 2.4162 28 82 81 87
3.59469 -1.39184 12.8601 2.4162 39 4 40 45
1.97261 9.12177 9.52946 2.4162 67 73 20 68
1.97256 9.17385 9.5415 2.44144 73 20 68 74
4.75621 6.51251 1.65327 2.44144 28 82 88 87
0.811091 1.21741 20.7363 2.44144 59 12 54 60
3.59474 -1.44393 12.848 2.44144 4 40 46 45
3.5858 -1.47009 12.8536 2.44287 4 46 45 48
1.9815 9.20001 9.5359 2.44287 73 76 20 74
4.76515 6.48635 1.65886 2.44287 28 88 90 87
0.802149 1.24358 20.7307 2.44287 59 62 12 60
0.853572 4.46659 0.262733 2.58721 63 61 57 18
4.71373 3.26333 22.1268 2.58721 34 85 89 91
1.93008 8.33155 11.4575 2.58721 71 77 26 75
3.63722 -0.601633 10.932 2.58722 10 47 43 49
0.856012 4.47308 0.233753 2.58895 61 52 57 18
3.63966 -0.608116 10.961 2.58895 10 47 38 43
1.92764 8.33804 11.4285 2.58895 66 71 26 75
4.71129 3.25685 22.1558 2.58895 34 80 85 89
3.63734 -0.649898 10.8879 2.62183 10 41 47 49
4.71361 3.21506 22.0826 2.62183 34 83 89 91
0.853691 4.51486 0.306899 2.62183 63 55 61 18
1.92996 8.37982 11.5017 2.62183 77 26 69 75
0.822774 4.54949 0.393978 2.63241 56 63 55 18
3.60642 -0.684527 10.8008 2.63241 10 41 42 49
1.96088 8.41445 11.5887 2.63241 70 77 26 69
4.74453 3.18043 21.9956 2.63241 34 83 84 91
2.62782 5.46519 0.695557 2.64325 13 55 28 33
2.93948 2.26473 21.694 2.64326 12 17 29 83
5.41147 -1.60023 10.4992 2.64326 20 25 5 41
0.155827 9.33015 11.8903 2.64326 21 69 4 9
2.5415 2.12833 21.6127 2.64455 12 17 60 29
3.02579 5.6016 0.776872 2.64455 13 28 33 88
0.242147 -1.73663 10.4179 2.64455 20 25 74 5
5.32515 9.46656 11.9716 2.64455 21 4 9 46
3.07064 5.62038 0.755937 2.66411 13 28 82 88
2.49666 2.10955 21.6336 2.66411 12 54 60 29
5.28031 9.48534 11.9507 2.66411 21 4 40 46
0.286989 -1.75542 10.4388 2.66411 20 68 74 5
0.116347 9.35081 11.8355 2.67533 21 26 69 4
2.6673 5.48585 0.64075 2.67533 13 55 28 18
2.9 2.24407 21.7488 2.67533 34 12 29 83
5.45095 -1.62089 10.554 2.67533 20 5 10 41
5.42853 -1.61909 10.5687 2.67903 20 10 41 47
0.138766 9.34901 11.8208 2.67903 26 69 75 4
2.64488 5.48405 0.626072 2.67903 55 61 28 18
2.92242 2.24587 21.7635 2.67903 34 12 83 89
3.25329 5.65975 0.750491 2.68358 13 82 88 18
0.469648 -1.79479 10.4443 2.68358 68 74 5 10
5.09766 9.52471 11.9453 2.68358 21 26 40 46
2.31401 2.07017 21.639 2.68358 34 54 60 29
0.310086 -1.76797 10.475 2.688 20 68 5 10
5.25721 9.49789 11.9145 2.688 21 26 4 40
2.47356 2.09699 21.6698 2.688 34 12 54 29
3.09374 5.63293 0.719747 2.688 13 28 82 18
0.282306 2.34371 20.6659 2.68819 62 12 17 29
5.28499 5.38621 1.72363 2.68819 13 28 33 90
3.06596 9.25117 12.9184 2.68819 21 4 9 48
2.50134 -1.52125 9.47114 2.68819 76 20 25 5
5.29006 2.90228 21.0864 2.72516 34 17 29 84
3.06089 -0.962684 9.89166 2.72516 25 5 10 42
2.50641 8.69261 12.4979 2.72516 70 21 26 9
0.277243 4.82765 1.30311 2.72516 56 13 33 18
2.73519 9.0538 12.437 2.82833 21 26 4 9
0.0484644 5.18884 1.24222 2.82833 13 28 33 18
2.83211 -1.32388 9.95255 2.82833 20 25 5 10
5.51884 2.54108 21.1473 2.82833 34 12 17 29
0.684223 1.98711 21.111 2.87505 62 12 60 29
3.46787 -2.21362 12.4733 2.87505 21 4 46 48
4.88308 5.74282 1.27858 2.87505 13 28 88 90
2.09943 9.94355 9.91619 2.87505 76 20 74 5
0.760823 5.04769 0.707034 2.93704 56 55 28 33
2.02283 8.91265 11.9018 2.93704 70 69 4 9
4.80648 2.68223 21.6825 2.93704 12 17 83 84
3.54447 -1.18273 10.4877 2.93704 20 25 41 42
3.49375 -1.18109 10.4703 2.94225 20 25 10 42
2.07355 8.91102 11.9193 2.94225 70 26 4 9
0.710104 5.04605 0.724492 2.94225 56 28 33 18
4.8572 2.68387 21.665 2.94225 34 12 17 84
2.26826 1.62165 22.3089 2.9524 61 28 12 18
0.515387 9.57809 11.1142 2.9524 20 26 75 4
5.05191 -1.84817 11.2754 2.9524 20 10 47 4
3.29904 6.10827 0.0805981 2.9524 28 34 12 89
2.03791 8.91671 11.8676 2.95746 70 26 69 4
3.52939 -1.18679 10.5219 2.95746 20 10 41 42
4.82156 2.67818 21.7167 2.95746 34 12 83 84
0.74574 5.05175 0.672862 2.95746 56 55 28 18
2.01681 9.85496 10.1424 2.98158 20 74 5 10
3.55049 -2.12504 12.2471 2.98158 21 26 4 46
4.80046 5.8314 1.05233 2.98158 13 28 88 18
0.766841 1.89853 21.3372 2.98158 34 12 60 29
2.11134 1.60421 22.2553 2.98197 61 28 34 12
3.45596 6.12571 0.134226 2.98197 28 12 89 18
4.89499 -1.83073 11.329 2.98197 20 47 26 4
0.672312 9.56065 11.0605 2.98197 20 10 75 4
0.713083 9.5517 11.0439 2.98697 20 68 10 75
4.85422 -1.82178 11.3456 2.98697 47 26 4 40
2.07057 1.59527 22.2387 2.98697 61 34 12 54
3.49673 6.13466 0.150857 2.98697 28 82 89 18
3.70826 -1.23559 11.7454 2.99404 38 39 4 40
4.64269 6.72085 0.550604 2.99404 28 82 80 81
1.85904 8.96551 10.6442 2.99404 67 20 68 66
0.924608 1.00908 21.8389 2.99404 12 54 52 53
3.66599 -1.92186 12.0212 3.07055 26 4 40 46
0.882339 1.69535 21.5631 3.07055 34 12 54 60
1.90131 9.65179 10.3683 3.07056 20 68 74 10
4.68496 6.03457 0.826451 3.07056 28 82 88 18
1.8853 9.03452 11.4808 3.07319 26 69 75 4
4.66895 2.56037 22.1035 3.07319 34 12 83 89
0.898348 5.16956 0.286002 3.07319 55 61 28 18
3.682 -1.30459 10.9088 3.07319 20 10 41 47
0.934724 1.14054 21.9704 3.12137 12 54 52 18
1.84893 9.09698 10.7756 3.12137 20 68 66 26
3.71837 -1.36706 11.6139 3.12137 10 38 4 40
4.63258 6.58938 0.419131 3.12138 28 82 34 80
1.83271 9.13997 10.8235 3.16021 68 66 26 75
3.73459 -1.41005 11.566 3.16021 10 47 38 40
4.61636 6.54639 0.371234 3.16021 82 34 80 89
0.950938 1.18353 22.0183 3.16021 61 54 52 18
1.84156 9.31386 10.8982 3.27581 20 68 10 26
4.62521 6.3725 0.296541 3.27581 28 82 34 89
0.955503 1.34967 22.1105 3.27581 61 28 34 12
3.72574 -1.58394 11.4913 3.27581 10 26 4 40
1.82947 9.30577 10.9345 3.27717 10 26 75 4
4.61312 6.3806 0.260306 3.27717 34 12 89 18
3.73783 -1.57584 11.4551 3.27717 20 10 47 26
